block_id,section_id,date,maintenance_type,planned_start,planned_end,planned_duration_min,required_asset_type,priority,weather,actual_duration_min,overrun_min,overrun_flag
B10261,BEAS-JUC,2024-06-15,Signal Maintenance,22:00,23:53,113.1,Tower Wagon,Low,Heavy Rain,151.1,38.0,1
B04314,BPAE-BRPA,2024-06-15,Ballast Renewal,23:00,02:02,182.4,Ballast Regulator,Low,Clear,214.4,32.0,1
B14577,FA-MJ,2024-06-15,Rail Welding,04:00,05:08,68.6,Rail Crane,Low,Clear,69.1,0.5,0
B12741,AGP-SEP,2024-06-15,Track Stabilization,02:00,04:39,159.8,Dynamic Track Stabilizer,Medium,Clear,176.0,16.3,1
B13650,BE-MB,2024-06-15,Signal Maintenance,00:00,01:49,109.8,Tower Wagon,Low,Clear,124.7,14.8,1
B00149,BSHT-MPN,2024-06-15,OHE Maintenance,22:00,00:45,165.0,OHE Maintenance Special,Low,Heavy Rain,203.8,38.7,1
B05260,ENR-KAVM,2024-06-15,Track Repair,01:00,03:34,154.5,Tamping Machine,Low,Light Rain,138.7,-15.8,0
B12724,APB-MJR,2024-06-15,Signal Maintenance,02:00,03:36,96.3,Tower Wagon,Low,Clear,79.9,-16.4,0
B07159,IP-PTF,2024-06-15,Rail Welding,22:00,23:25,85.4,Rail Crane,Medium,Light Rain,98.6,13.2,1
B03935,CCH-PMP,2024-06-15,Ballast Renewal,02:00,05:49,229.5,Ballast Regulator,Low,Fog,264.0,34.5,1
B07022,HWH-TPKR,2024-06-15,Signal Maintenance,01:00,02:50,110.8,Tower Wagon,Low,Clear,122.3,11.5,1
B00848,BIJ-KLNP,2024-06-16,Signal Maintenance,04:00,05:16,77.0,Tower Wagon,Low,Light Rain,104.4,27.4,1
B12565,AWB-J,2024-06-16,OHE Maintenance,22:00,00:58,178.5,OHE Maintenance Special,Low,Clear,207.0,28.5,1
B10620,CLT-TIR,2024-06-16,Ballast Renewal,01:00,04:21,201.9,Ballast Regulator,Low,Heavy Rain,216.6,14.7,1
B13576,CDNR-HFZ,2024-06-16,Track Repair,01:00,03:55,175.7,Tamping Machine,Medium,Heavy Rain,179.1,3.4,0
B12659,DSNR-RMJ,2024-06-16,Rail Welding,22:00,23:30,90.5,Rail Crane,Low,Clear,108.4,18.0,1
B09712,DURG-RJN,2024-06-16,Signal Maintenance,03:00,04:18,78.9,Tower Wagon,Low,Fog,81.5,2.6,0
B03197,TVT-WCN,2024-06-16,Ballast Renewal,02:00,04:52,172.1,Ballast Regulator,Low,Clear,204.2,32.1,1
B02359,BY-CSMT,2024-06-16,Points Renewal,01:00,04:26,206.8,Rail Crane,Low,Clear,190.0,-16.8,0
B03710,CSMT-PNVL,2024-06-16,Points Renewal,03:00,06:13,193.9,Rail Crane,Medium,Light Rain,176.3,-17.6,0
B13017,AVD-HC,2024-06-16,Points Renewal,22:00,00:24,144.8,Rail Crane,Medium,Heavy Rain,166.8,22.0,1
B04687,HRO-KMZA,2024-06-16,Track Stabilization,02:00,04:39,159.4,Dynamic Track Stabilizer,Low,Clear,153.6,-5.7,0
B14996,KOG-RIS,2024-06-16,Signal Maintenance,03:00,04:24,84.3,Tower Wagon,Medium,Light Rain,113.7,29.4,1
B13406,CTO-KPD,2024-06-16,Signal Maintenance,22:00,23:36,96.7,Tower Wagon,Low,Clear,93.6,-3.1,0
B07541,BVA-NALR,2024-06-16,Track Stabilization,22:00,23:43,103.8,Dynamic Track Stabilizer,Medium,Clear,111.8,8.1,0
B10206,ASN-CRJ,2024-06-16,Signal Maintenance,04:00,05:52,112.3,Tower Wagon,Low,Fog,131.1,18.8,1
B01106,BGJT-JDP,2024-06-16,Points Renewal,01:00,04:21,201.3,Rail Crane,Medium,Clear,227.6,26.3,1
B00103,BZA-OGL,2024-06-17,Signal Maintenance,00:00,01:36,96.8,Tower Wagon,Low,Clear,115.2,18.3,1
B07596,HLR-KPA,2024-06-17,Ballast Renewal,00:00,04:01,241.3,Ballast Regulator,Medium,Light Rain,271.5,30.3,1
B00731,BRP-SSRD,2024-06-17,Track Stabilization,02:00,05:02,182.4,Dynamic Track Stabilizer,Low,Fog,212.2,29.9,1
B04329,BGF-MYM,2024-06-17,OHE Maintenance,03:00,05:56,176.2,OHE Maintenance Special,Low,Light Rain,211.7,35.5,1
B10016,CPH-NIA,2024-06-17,Signal Maintenance,22:00,23:51,111.3,Tower Wagon,Low,Clear,127.4,16.1,1
B08651,JNM-MPRD,2024-06-17,Ballast Renewal,00:00,03:33,213.2,Ballast Regulator,Low,Light Rain,249.7,36.6,1
B00900,PZA-STM,2024-06-17,Ballast Renewal,00:00,04:27,267.2,Ballast Regulator,Medium,Clear,279.4,12.1,1
B04288,AG-BHGH,2024-06-17,Points Renewal,02:00,05:44,224.2,Rail Crane,Low,Clear,211.4,-12.8,0
B04282,GBRA-JOX,2024-06-17,OHE Maintenance,00:00,02:49,169.6,OHE Maintenance Special,Low,Clear,197.2,27.6,1
B05015,KOTR-VLK,2024-06-17,Track Repair,01:00,03:50,170.1,Tamping Machine,Medium,Fog,171.0,0.9,0
B10924,SDB-WADI,2024-06-17,Rail Welding,00:00,01:54,114.9,Rail Crane,Low,Light Rain,123.9,8.9,0
B11188,JRC-PTKC,2024-06-17,Track Stabilization,02:00,04:35,155.4,Dynamic Track Stabilizer,Low,Clear,130.4,-25.0,0
B08062,MSH-PNU,2024-06-17,Track Repair,22:00,01:03,183.2,Tamping Machine,Low,Clear,178.4,-4.8,0
B05310,ET-HBJ,2024-06-17,Ballast Renewal,00:00,03:57,237.8,Ballast Regulator,Low,Light Rain,298.5,60.8,1
B05207,AIP-AIPP,2024-06-17,Rail Welding,00:00,01:16,76.5,Rail Crane,Medium,Clear,83.9,7.4,0
B05639,HYB-LKPL,2024-06-17,Ballast Renewal,04:00,07:36,216.4,Ballast Regulator,Low,Clear,242.5,26.0,1
B10958,BLAE-MBE,2024-06-18,OHE Maintenance,01:00,02:59,119.2,OHE Maintenance Special,Low,Extreme Heat,114.6,-4.6,0
B13505,DDC-DDJ,2024-06-18,Rail Welding,03:00,03:58,58.5,Rail Crane,Medium,Clear,100.9,42.4,1
B08173,AWY-ERS,2024-06-18,Track Stabilization,01:00,02:49,109.5,Dynamic Track Stabilizer,Low,Clear,135.7,26.1,1
B03082,KDH-TGH,2024-06-18,Points Renewal,01:00,05:08,248.4,Rail Crane,Medium,Fog,271.9,23.5,1
B07272,DTE-KIG,2024-06-18,Track Repair,22:00,00:33,153.5,Tamping Machine,Low,Clear,159.9,6.4,0
B09585,AMRO-MB,2024-06-18,Ballast Renewal,00:00,03:33,213.3,Ballast Regulator,Low,Light Rain,228.7,15.4,1
B09297,MYR-STA,2024-06-18,Signal Maintenance,02:00,03:49,109.5,Tower Wagon,Low,Clear,107.1,-2.3,0
B11384,DD-PUNE,2024-06-18,Points Renewal,23:00,02:59,239.1,Rail Crane,Low,Clear,279.5,40.4,1
B06886,BRP-KYP,2024-06-18,Track Stabilization,03:00,05:14,134.9,Dynamic Track Stabilizer,Low,Heavy Rain,168.0,33.1,1
B01818,KNR-NH,2024-06-18,Rail Welding,22:00,23:12,72.9,Rail Crane,Medium,Clear,81.2,8.3,0
B06210,UBC-UMB,2024-06-18,Track Stabilization,22:00,01:10,190.4,Dynamic Track Stabilizer,Low,Fog,241.5,51.1,1
B03814,CRJ-JMT,2024-06-18,Points Renewal,22:00,00:47,167.7,Rail Crane,Low,Clear,166.5,-1.2,0
B09557,NZM-TKJ,2024-06-18,Signal Maintenance,23:00,00:35,95.3,Tower Wagon,Low,Clear,96.4,1.2,0
B10847,BALU-KUR,2024-06-18,OHE Maintenance,00:00,02:26,146.8,OHE Maintenance Special,Low,Clear,125.4,-21.4,0
B14615,KK-SVJR,2024-06-18,OHE Maintenance,00:00,02:44,164.6,OHE Maintenance Special,Low,Heavy Rain,210.3,45.6,1
B10119,ABKA-BGRA,2024-06-19,Ballast Renewal,22:00,02:13,253.8,Ballast Regulator,Low,Heavy Rain,286.2,32.5,1
B11402,JET-SC,2024-06-19,Track Repair,22:00,00:21,141.9,Tamping Machine,Low,Fog,149.9,8.0,0
B06346,GADJ-JP,2024-06-19,Signal Maintenance,22:00,23:09,69.3,Tower Wagon,Low,Heavy Rain,93.2,23.9,1
B07537,MRGA-NLDA,2024-06-19,Track Stabilization,01:00,03:12,132.8,Dynamic Track Stabilizer,Low,Clear,155.5,22.7,1
B10121,KPG-MMR,2024-06-19,Ballast Renewal,01:00,04:19,199.1,Ballast Regulator,Low,Clear,222.1,22.9,1
B03654,BBT-DGNR,2024-06-19,Track Stabilization,23:00,01:28,148.4,Dynamic Track Stabilizer,Medium,Clear,130.5,-17.9,0
B00622,MLND-TNA,2024-06-19,Ballast Renewal,23:00,01:31,151.6,Ballast Regulator,High,Clear,151.9,0.3,0
B04091,BGRD-SXC,2024-06-19,Track Repair,22:00,00:42,162.8,Tamping Machine,Low,Clear,153.7,-9.1,0
B04610,ASN-BURN,2024-06-19,Signal Maintenance,02:00,03:12,72.8,Tower Wagon,Low,Clear,56.1,-16.7,0
B03945,CGR-MUU,2024-06-19,Signal Maintenance,02:00,03:27,87.5,Tower Wagon,Medium,Extreme Heat,106.7,19.2,1
B10386,BBAE-BHR,2024-06-19,Points Renewal,04:00,07:32,212.4,Rail Crane,Medium,Clear,216.4,4.0,0
B11319,BWN-TIT,2024-06-20,OHE Maintenance,02:00,04:49,169.0,OHE Maintenance Special,Low,Light Rain,154.2,-14.8,0
B01617,BSL-KNW,2024-06-20,Rail Welding,01:00,02:58,118.7,Rail Crane,Low,Clear,113.9,-4.8,0
B08677,KTYM-TRVL,2024-06-20,Points Renewal,00:00,03:47,227.9,Rail Crane,Low,Clear,244.4,16.5,1
B12914,CHT-PLF,2024-06-20,OHE Maintenance,01:00,03:20,140.3,OHE Maintenance Special,Low,Heavy Rain,149.6,9.3,0
B06901,MSB-MTMY,2024-06-20,Track Repair,02:00,04:33,153.5,Tamping Machine,Medium,Clear,194.0,40.6,1
B10644,BPN-MIJ,2024-06-20,Points Renewal,01:00,04:34,214.7,Rail Crane,Low,Fog,257.3,42.5,1
B05627,GCN-SJPR,2024-06-20,OHE Maintenance,22:00,00:17,137.8,OHE Maintenance Special,Low,Clear,144.3,6.6,0
B12399,CBE-TUP,2024-06-20,Signal Maintenance,00:00,01:34,94.6,Tower Wagon,Medium,Fog,143.1,48.5,1
B13751,SBB-VVB,2024-06-20,Rail Welding,01:00,02:02,62.5,Rail Crane,Low,Extreme Heat,52.9,-9.6,0
B07329,JGDL-SNR,2024-06-20,OHE Maintenance,00:00,02:20,140.3,OHE Maintenance Special,Medium,Clear,151.3,11.0,1
B04172,ASN-DHN,2024-06-20,Track Stabilization,01:00,03:29,149.8,Dynamic Track Stabilizer,Low,Light Rain,160.6,10.8,1
B01693,JPR-MPD,2024-06-21,Points Renewal,22:00,01:46,226.2,Rail Crane,Low,Clear,204.5,-21.7,0
B07512,GGC-SWM,2024-06-21,Signal Maintenance,22:00,23:31,91.8,Tower Wagon,Low,Clear,104.8,13.0,1
B08925,FM-HPG,2024-06-21,Points Renewal,22:00,01:34,214.1,Rail Crane,Medium,Clear,254.3,40.2,1
B04982,CSMT-PNVL,2024-06-21,Track Repair,01:00,03:34,154.3,Tamping Machine,Medium,Clear,136.4,-17.9,0
B03646,BRP-KYP,2024-06-21,Points Renewal,00:00,03:57,237.3,Rail Crane,Low,Clear,258.0,20.8,1
B09063,AIPP-ENR,2024-06-21,OHE Maintenance,01:00,02:49,109.8,OHE Maintenance Special,Medium,Clear,84.8,-25.0,0
B02164,GKP-KLD,2024-06-21,Track Stabilization,22:00,00:11,131.0,Dynamic Track Stabilizer,Low,Clear,145.5,14.5,1
B08269,NCB-NOQ,2024-06-21,Signal Maintenance,04:00,05:51,111.4,Tower Wagon,Low,Clear,103.9,-7.5,0
B01992,DSB-NDLS,2024-06-22,Rail Welding,00:00,01:34,94.4,Rail Crane,Low,Fog,118.8,24.4,1
B07169,GD-MUR,2024-06-22,Ballast Renewal,00:00,04:25,265.1,Ballast Regulator,Low,Clear,290.0,24.9,1
B07809,ADST-MUG,2024-06-22,Points Renewal,00:00,03:46,227.0,Rail Crane,Low,Fog,268.6,41.6,1
B06887,DTAE-SMAE,2024-06-22,Signal Maintenance,04:00,05:50,110.4,Tower Wagon,Low,Light Rain,136.4,26.0,1
B13256,DVL-NK,2024-06-22,Signal Maintenance,03:00,04:38,98.9,Tower Wagon,Low,Fog,127.3,28.4,1
B11517,BLY-UPA,2024-06-22,Track Repair,01:00,04:13,193.1,Tamping Machine,Medium,Fog,227.0,33.9,1
B00324,KBT-TRL,2024-06-22,Track Stabilization,01:00,03:07,127.5,Dynamic Track Stabilizer,Low,Light Rain,139.0,11.4,1
B11019,DSNR-TPKR,2024-06-23,Ballast Renewal,01:00,05:18,258.6,Ballast Regulator,Low,Heavy Rain,288.3,29.7,1
B12312,BBAE-BHR,2024-06-23,Ballast Renewal,03:00,06:25,205.1,Ballast Regulator,Medium,Heavy Rain,198.0,-7.1,0
B13923,BPQ-SKZR,2024-06-23,Ballast Renewal,22:00,02:07,247.4,Ballast Regulator,Low,Clear,223.6,-23.8,0
B03662,MSU-TO,2024-06-23,Signal Maintenance,00:00,01:42,102.6,Tower Wagon,Low,Clear,114.4,11.7,1
B12811,KMC-NZB,2024-06-23,Track Repair,01:00,04:18,198.4,Tamping Machine,Low,Clear,225.9,27.5,1
B06307,MMR-NK,2024-06-23,Points Renewal,03:00,07:22,262.5,Rail Crane,Low,Clear,282.3,19.8,1
B06584,DAPD-KK,2024-06-23,OHE Maintenance,22:00,00:18,138.7,OHE Maintenance Special,Low,Clear,113.7,-25.0,0
B06348,JAJ-KIUL,2024-06-23,OHE Maintenance,03:00,05:39,159.1,OHE Maintenance Special,Low,Heavy Rain,185.1,26.0,1
B14264,HLR-NH,2024-06-23,Track Stabilization,01:00,03:25,145.3,Dynamic Track Stabilizer,Medium,Extreme Heat,153.2,7.9,0
B05723,CHE-PSA,2024-06-23,Signal Maintenance,00:00,01:26,86.6,Tower Wagon,Low,Clear,137.2,50.6,1
B13941,PLAE-RSLR,2024-06-23,Signal Maintenance,02:00,03:49,109.7,Tower Wagon,Low,Light Rain,115.3,5.6,0
B04176,CKP-TATA,2024-06-23,Rail Welding,03:00,04:05,65.2,Rail Crane,Low,Fog,88.1,22.9,1
B11043,KYJ-MVLK,2024-06-23,OHE Maintenance,00:00,02:52,173.0,OHE Maintenance Special,Low,Clear,185.1,12.1,1
B09554,MUG-TLO,2024-06-23,OHE Maintenance,00:00,02:33,153.3,OHE Maintenance Special,Low,Clear,209.2,55.9,1
B06349,PRAE-SKG,2024-06-24,Rail Welding,23:00,00:53,113.6,Rail Crane,Low,Heavy Rain,156.6,43.0,1
B01816,BZN-GGTA,2024-06-24,Signal Maintenance,01:00,02:24,84.6,Tower Wagon,Low,Heavy Rain,109.9,25.3,1
B01399,BE-MB,2024-06-24,OHE Maintenance,03:00,05:20,140.4,OHE Maintenance Special,Low,Light Rain,172.5,32.1,1
B13297,BGS-KGG,2024-06-24,Signal Maintenance,00:00,02:01,121.7,Tower Wagon,Low,Clear,114.4,-7.2,0
B06912,BDZ-THP,2024-06-24,Track Stabilization,02:00,05:22,202.3,Dynamic Track Stabilizer,Low,Clear,234.6,32.4,1
B00941,BHC-BLS,2024-06-24,Signal Maintenance,02:00,03:51,111.4,Tower Wagon,Low,Clear,98.7,-12.7,0
B07458,PTLR-TRL,2024-06-24,Track Repair,01:00,03:34,154.6,Tamping Machine,Medium,Clear,158.4,3.8,0
B07532,AII-BER,2024-06-24,Rail Welding,23:00,00:56,116.7,Rail Crane,Low,Clear,102.2,-14.6,0
B02286,DTE-KIG,2024-06-24,Ballast Renewal,01:00,05:42,282.2,Ballast Regulator,Low,Clear,308.4,26.2,1
B11975,PTLR-SVR,2024-06-24,Signal Maintenance,01:00,03:00,120.5,Tower Wagon,Medium,Clear,109.5,-11.0,0
B08935,NMDR-TKF,2024-06-25,OHE Maintenance,22:00,00:25,145.2,OHE Maintenance Special,Low,Clear,167.1,21.9,1
B10282,CNB-MGS,2024-06-25,OHE Maintenance,02:00,04:12,132.5,OHE Maintenance Special,Low,Light Rain,117.6,-14.9,0
B14696,BND-VK,2024-06-25,Track Stabilization,03:00,05:51,171.9,Dynamic Track Stabilizer,High,Clear,184.7,12.8,1
B10596,BLN-DHK,2024-06-25,Signal Maintenance,02:00,03:12,72.2,Tower Wagon,Medium,Clear,59.7,-12.5,0
B00102,CPR-SEE,2024-06-25,OHE Maintenance,01:00,03:46,166.1,OHE Maintenance Special,Low,Clear,156.4,-9.7,0
B11799,MPK-MS,2024-06-25,Points Renewal,23:00,02:52,232.1,Rail Crane,Medium,Clear,227.9,-4.2,0
B06794,ATC-JOO,2024-06-25,OHE Maintenance,04:00,06:10,130.3,OHE Maintenance Special,Low,Clear,119.3,-11.0,0
B09581,BVA-NALR,2024-06-25,Ballast Renewal,01:00,04:30,210.6,Ballast Regulator,Medium,Heavy Rain,237.6,27.0,1
B13968,BZN-GGTA,2024-06-25,Track Stabilization,22:00,00:43,163.1,Dynamic Track Stabilizer,Low,Light Rain,182.4,19.3,1
B12592,DTE-GGTA,2024-06-25,Points Renewal,04:00,08:20,260.1,Rail Crane,Low,Clear,280.9,20.7,1
B06542,BVI-VAPI,2024-06-25,Track Stabilization,01:00,04:10,190.6,Dynamic Track Stabilizer,Low,Light Rain,222.0,31.4,1
B12824,CRD-PR,2024-06-25,Signal Maintenance,02:00,03:59,119.3,Tower Wagon,High,Clear,157.9,38.5,1
B05811,CMP-TBMS,2024-06-25,Points Renewal,22:00,01:14,194.2,Rail Crane,Medium,Heavy Rain,244.0,49.7,1
B12276,MDU-VPT,2024-06-25,Ballast Renewal,01:00,04:46,226.3,Ballast Regulator,Low,Clear,201.3,-25.0,0
B13054,DR-TNA,2024-06-25,Points Renewal,01:00,04:46,226.3,Rail Crane,Low,Heavy Rain,271.3,45.0,1
B07590,MLDT-NFK,2024-06-25,OHE Maintenance,03:00,05:33,153.0,OHE Maintenance Special,Low,Clear,209.8,56.8,1
B06142,HWH-TPKR,2024-06-25,Points Renewal,01:00,03:48,168.7,Rail Crane,Low,Clear,188.8,20.1,1
B05651,BJU-SPJ,2024-06-25,OHE Maintenance,01:00,03:28,148.8,OHE Maintenance Special,Low,Light Rain,180.3,31.5,1
B00542,BAM-KUR,2024-06-25,Points Renewal,01:00,04:49,229.7,Rail Crane,Low,Clear,211.4,-18.4,0
B02535,KTYM-TRVL,2024-06-25,Ballast Renewal,01:00,03:55,175.7,Ballast Regulator,Low,Fog,204.7,29.0,1
B02032,BIJ-KLNP,2024-06-25,Track Stabilization,00:00,03:26,206.4,Dynamic Track Stabilizer,Low,Clear,211.3,4.9,0
B11591,AST-BVH,2024-06-26,Rail Welding,23:00,00:45,105.7,Rail Crane,Low,Clear,139.6,33.9,1
B11170,CTC-JJKR,2024-06-26,Signal Maintenance,23:00,00:34,94.7,Tower Wagon,Low,Light Rain,84.9,-9.8,0
B10160,JPR-MPD,2024-06-26,Rail Welding,00:00,00:54,54.3,Rail Crane,Low,Heavy Rain,123.5,69.2,1
B01937,KYN-LTT,2024-06-26,Points Renewal,04:00,06:55,175.7,Rail Crane,Low,Clear,200.5,24.8,1
B13654,GCN-SJPR,2024-06-26,Rail Welding,01:00,02:37,97.3,Rail Crane,Low,Clear,105.3,8.1,0
B14728,SBB-VVB,2024-06-26,Track Stabilization,03:00,06:07,187.1,Dynamic Track Stabilizer,Low,Clear,225.2,38.2,1
B12696,CGL-MSB,2024-06-26,Rail Welding,22:00,23:26,86.2,Rail Crane,Low,Extreme Heat,94.9,8.7,0
B14827,AD-MALM,2024-06-26,Track Repair,00:00,03:04,185.0,Tamping Machine,Low,Clear,221.1,36.2,1
B02398,CNB-LKO,2024-06-26,OHE Maintenance,02:00,04:24,144.9,OHE Maintenance Special,Low,Light Rain,168.6,23.7,1
B08501,BSB-MGS,2024-06-26,Track Repair,04:00,07:19,199.8,Tamping Machine,Low,Light Rain,225.1,25.4,1
B05940,BNAA-BNJ,2024-06-26,OHE Maintenance,02:00,04:44,164.5,OHE Maintenance Special,Low,Extreme Heat,165.5,1.0,0
B12242,DHK-JDP,2024-06-26,OHE Maintenance,04:00,06:18,138.2,OHE Maintenance Special,Medium,Clear,148.2,10.0,0
B01563,AG-PNCB,2024-06-26,Signal Maintenance,01:00,02:14,74.8,Tower Wagon,Low,Light Rain,74.9,0.1,0
B00557,ABU-AVD,2024-06-26,Points Renewal,03:00,06:10,190.4,Rail Crane,Low,Clear,202.3,11.9,1
B08290,MPJ-SMX,2024-06-26,Points Renewal,02:00,05:39,219.3,Rail Crane,Medium,Clear,207.8,-11.5,0
B04526,BSBP-ULB,2024-06-26,Track Stabilization,03:00,05:34,154.9,Dynamic Track Stabilizer,Low,Heavy Rain,158.0,3.1,0
B05153,BOI-DBP,2024-06-27,Points Renewal,22:00,02:06,246.4,Rail Crane,Low,Clear,251.4,5.0,0
B07027,DMM-HUP,2024-06-27,Points Renewal,03:00,06:13,193.6,Rail Crane,Low,Light Rain,195.9,2.3,0
B00575,ABY-SHAD,2024-06-27,Rail Welding,02:00,04:04,124.7,Rail Crane,Low,Fog,126.7,2.1,0
B05874,ABU-VLK,2024-06-27,OHE Maintenance,02:00,04:47,167.8,OHE Maintenance Special,Low,Clear,148.5,-19.3,0
B00409,ASR-BEAS,2024-06-27,Rail Welding,01:00,02:33,93.7,Rail Crane,Low,Clear,81.3,-12.4,0
B08207,KBGH-KZPR,2024-06-27,OHE Maintenance,01:00,03:41,162.0,OHE Maintenance Special,Low,Clear,202.2,40.2,1
B11839,MCA-NDGJ,2024-06-27,Rail Welding,04:00,05:26,86.4,Rail Crane,Low,Clear,78.6,-7.8,0
B00240,MSAE-NBAE,2024-06-27,Track Repair,04:00,06:34,154.8,Tamping Machine,Low,Clear,171.5,16.7,1
B12621,MKK-STM,2024-06-27,Ballast Renewal,22:00,02:11,251.6,Ballast Regulator,Low,Clear,244.6,-7.0,0
B14819,AGC-GWL,2024-06-27,Track Stabilization,03:00,05:12,132.2,Dynamic Track Stabilizer,Low,Clear,116.2,-16.0,0
B03350,GGV-MPE,2024-06-27,Ballast Renewal,00:00,03:14,194.5,Ballast Regulator,Low,Clear,192.3,-2.2,0
B05556,BBQ-KOK,2024-06-27,Track Repair,00:00,02:41,161.1,Tamping Machine,Low,Light Rain,170.4,9.3,0
B02491,DMU-HT,2024-06-27,Rail Welding,02:00,03:37,97.1,Rail Crane,Low,Clear,108.5,11.4,1
B03278,GWL-JHS,2024-06-27,Ballast Renewal,04:00,08:32,272.3,Ballast Regulator,Low,Clear,272.6,0.3,0
B08335,BEPR-CSMT,2024-06-27,Track Stabilization,01:00,04:32,212.7,Dynamic Track Stabilizer,Low,Clear,215.8,3.1,0
B14535,IGP-KYN,2024-06-27,OHE Maintenance,22:00,00:46,167.0,OHE Maintenance Special,Low,Heavy Rain,168.1,1.1,0
B02528,KBT-TO,2024-06-27,Ballast Renewal,04:00,08:31,271.9,Ballast Regulator,Low,Light Rain,289.6,17.7,1
B03387,BLY-UPA,2024-06-28,Track Stabilization,03:00,05:52,172.0,Dynamic Track Stabilizer,Medium,Clear,210.5,38.5,1
B13942,BRC-GDA,2024-06-28,Rail Welding,01:00,02:27,87.9,Rail Crane,Low,Clear,112.1,24.2,1
B07724,BTNR-FNB,2024-06-28,Rail Welding,04:00,05:23,83.7,Rail Crane,Medium,Clear,100.6,17.0,1
B01556,BHS-BPL,2024-06-28,Track Stabilization,01:00,03:31,151.9,Dynamic Track Stabilizer,Low,Clear,178.0,26.1,1
B05637,DHAE-KWAE,2024-06-28,Track Repair,01:00,03:49,169.1,Tamping Machine,Low,Heavy Rain,216.5,47.4,1
B14060,DEC-DEE,2024-06-28,OHE Maintenance,00:00,02:34,154.2,OHE Maintenance Special,Low,Clear,166.5,12.3,1
B04644,BSR-PNVL,2024-06-28,OHE Maintenance,01:00,03:24,144.7,OHE Maintenance Special,Low,Heavy Rain,172.2,27.5,1
B10048,DMO-SGO,2024-06-28,Signal Maintenance,02:00,03:45,105.6,Tower Wagon,Low,Light Rain,80.6,-25.0,0
B11575,BSL-JL,2024-06-28,Points Renewal,22:00,01:15,195.5,Rail Crane,Medium,Clear,190.5,-5.0,0
B01357,TNP-TVT,2024-06-28,Signal Maintenance,02:00,03:37,97.4,Tower Wagon,Medium,Light Rain,128.4,31.0,1
B09719,KPG-MMR,2024-06-28,Track Stabilization,22:00,01:18,198.7,Dynamic Track Stabilizer,Low,Clear,193.9,-4.8,0
B00219,BAHW-LOK,2024-06-28,OHE Maintenance,03:00,04:54,114.4,OHE Maintenance Special,Low,Clear,100.2,-14.2,0
B00765,GDR-NLR,2024-06-28,Track Repair,00:00,02:38,158.3,Tamping Machine,Medium,Heavy Rain,204.0,45.7,1
B04522,RIS-SRP,2024-06-28,Track Repair,00:00,02:51,171.1,Tamping Machine,Medium,Fog,197.2,26.1,1
B10970,ANG-DD,2024-06-28,Ballast Renewal,01:00,04:42,222.4,Ballast Regulator,Low,Clear,208.2,-14.2,0
B13156,AWY-ERN,2024-06-28,Track Repair,02:00,05:11,191.4,Tamping Machine,Low,Clear,215.5,24.1,1
B08914,AJJ-TRT,2024-06-28,OHE Maintenance,01:00,03:58,178.9,OHE Maintenance Special,Low,Clear,189.3,10.4,1
B03746,PER-VPY,2024-06-28,Rail Welding,03:00,04:28,88.4,Rail Crane,High,Clear,117.5,29.1,1
B02776,CDNR-HFZ,2024-06-28,OHE Maintenance,02:00,04:09,129.5,OHE Maintenance Special,Medium,Clear,151.3,21.9,1
B08103,BY-DR,2024-06-29,Rail Welding,00:00,02:04,124.3,Rail Crane,Low,Clear,161.4,37.1,1
B11123,DR-MTN,2024-06-29,Signal Maintenance,04:00,05:49,109.3,Tower Wagon,High,Extreme Heat,87.6,-21.7,0
B09266,MAS-PER,2024-06-29,Track Repair,01:00,03:07,127.6,Tamping Machine,Low,Heavy Rain,152.0,24.5,1
B05294,KVP-PON,2024-06-29,Ballast Renewal,22:00,02:11,251.5,Ballast Regulator,Low,Extreme Heat,274.7,23.2,1
B11522,AIP-NPKM,2024-06-29,Rail Welding,04:00,05:11,71.6,Rail Crane,Low,Extreme Heat,89.7,18.2,1
B01263,ADI-SBI,2024-06-29,Signal Maintenance,00:00,01:42,102.3,Tower Wagon,Low,Light Rain,107.3,5.0,0
B00847,BY-SNRD,2024-06-29,Signal Maintenance,22:00,23:40,100.5,Tower Wagon,High,Light Rain,89.3,-11.1,0
B01528,NRPR-SPR,2024-06-29,OHE Maintenance,04:00,06:06,126.6,OHE Maintenance Special,Medium,Clear,158.7,32.1,1
B00303,CHT-KLKR,2024-06-29,Rail Welding,01:00,02:35,95.1,Rail Crane,Low,Clear,91.0,-4.1,0
B00880,G-NGP,2024-06-29,OHE Maintenance,02:00,04:42,162.2,OHE Maintenance Special,Low,Clear,174.9,12.7,1
B05104,BBT-BRPK,2024-06-29,Track Repair,00:00,03:22,202.7,Tamping Machine,Medium,Clear,198.2,-4.6,0
B03929,BBK-LKO,2024-06-29,Track Stabilization,00:00,02:53,173.9,Dynamic Track Stabilizer,Low,Clear,207.5,33.6,1
B09349,DMU-HT,2024-06-29,Ballast Renewal,03:00,05:01,121.5,Ballast Regulator,Low,Heavy Rain,141.4,20.0,1
B04015,ADL-SRC,2024-06-29,Rail Welding,01:00,02:45,105.9,Rail Crane,Low,Clear,116.9,11.0,1
B09371,BLH-DDJ,2024-06-29,OHE Maintenance,22:00,00:12,132.6,OHE Maintenance Special,Medium,Clear,116.7,-16.0,0
B12164,DWR-UBL,2024-06-29,Rail Welding,00:00,01:26,86.8,Rail Crane,Low,Heavy Rain,122.6,35.8,1
