date,asset_id,available,available_from,available_until,reason_unavailable
2024-09-18,OH271,YES,00:00,23:59,
2024-09-18,OH301,YES,00:00,23:59,
2024-09-18,OH368,YES,00:00,23:59,
2024-09-18,OH372,YES,00:00,23:59,
2024-09-18,RA192,YES,00:00,23:59,
2024-09-18,RA204,YES,00:00,23:59,
2024-09-18,RA277,YES,00:00,23:59,
2024-09-18,RA295,YES,00:00,23:59,
2024-09-18,RA337,NO,,,Breakdown
2024-09-18,RA400,YES,00:00,23:59,
2024-09-18,TA147,YES,00:00,23:59,
2024-09-18,TA275,NO,,,In Use Elsewhere
2024-09-18,TA285,YES,00:00,23:59,
2024-09-18,TO257,YES,00:00,23:59,
2024-09-19,BA110,YES,00:00,23:59,
2024-09-19,BA266,YES,00:00,23:59,
2024-09-19,BA274,NO,,,In Use Elsewhere
2024-09-19,BA344,YES,00:00,23:59,
2024-09-19,BA355,YES,00:00,23:59,
2024-09-19,DY169,YES,00:00,23:59,
2024-09-19,DY224,YES,00:00,23:59,
2024-09-19,DY369,YES,00:00,23:59,
2024-09-19,OH026,YES,00:00,23:59,
2024-09-19,RA276,NO,,,In Use Elsewhere
2024-09-19,RA295,YES,00:00,23:59,
2024-09-19,RA378,YES,00:00,23:59,
2024-09-19,RA400,YES,00:00,23:59,
2024-09-19,TA078,YES,00:00,23:59,
2024-09-19,TA118,YES,00:00,23:59,
2024-09-19,TA289,YES,00:00,23:59,
2024-09-19,TA341,YES,00:00,23:59,
2024-09-19,TO149,YES,00:00,23:59,
2024-09-19,TO287,YES,00:00,23:59,
2024-09-20,BA153,YES,00:00,23:59,
2024-09-20,BA342,YES,00:00,23:59,
2024-09-20,BA377,YES,00:00,23:59,
2024-09-20,DY135,YES,00:00,23:59,
2024-09-20,OH076,YES,00:00,23:59,
2024-09-20,OH125,YES,00:00,23:59,
2024-09-20,OH158,YES,00:00,23:59,
2024-09-20,RA114,YES,00:00,23:59,
2024-09-20,RA164,NO,,,Breakdown
2024-09-20,RA295,YES,00:00,23:59,
2024-09-20,RA340,YES,00:00,23:59,
2024-09-20,TA074,YES,00:00,23:59,
2024-09-20,TA283,NO,,,Breakdown
2024-09-20,TO223,YES,00:00,23:59,
2024-09-21,BA042,YES,00:00,23:59,
2024-09-21,BA058,NO,,,Breakdown
2024-09-21,BA064,YES,00:00,23:59,
2024-09-21,BA247,NO,,,Breakdown
2024-09-21,DY067,YES,00:00,23:59,
2024-09-21,DY157,YES,00:00,23:59,
2024-09-21,DY217,YES,00:00,23:59,
2024-09-21,DY224,YES,00:00,23:59,
2024-09-21,DY237,YES,00:00,23:59,
2024-09-21,DY281,YES,00:00,23:59,
2024-09-21,OH059,YES,00:00,23:59,
2024-09-21,OH071,YES,00:00,23:59,
2024-09-21,OH347,YES,00:00,23:59,
2024-09-21,OH359,YES,00:00,23:59,
2024-09-21,OH368,YES,00:00,23:59,
2024-09-21,OH382,YES,00:00,23:59,
2024-09-21,RA073,YES,00:00,23:59,
2024-09-21,RA156,YES,00:00,23:59,
2024-09-21,RA273,YES,00:00,23:59,
2024-09-21,RA276,YES,00:00,23:59,
2024-09-21,RA340,NO,,,Scheduled Maintenance
2024-09-21,RA367,YES,00:00,23:59,
2024-09-21,TA065,YES,00:00,23:59,
2024-09-21,TA089,YES,00:00,23:59,
2024-09-21,TA226,NO,,,In Use Elsewhere
2024-09-21,TA280,YES,00:00,23:59,
2024-09-21,TA341,YES,00:00,23:59,
2024-09-21,TO020,YES,00:00,23:59,
2024-09-21,TO033,NO,,,In Use Elsewhere
2024-09-21,TO187,NO,,,Breakdown
2024-09-21,TO287,YES,00:00,23:59,
2024-09-21,TO288,YES,00:00,23:59,
2024-09-21,TO364,YES,00:00,23:59,
2024-09-22,BA016,NO,,,In Use Elsewhere
2024-09-22,BA094,NO,,,Scheduled Maintenance
2024-09-22,BA102,NO,,,Breakdown
2024-09-22,BA117,YES,00:00,23:59,
2024-09-22,BA249,YES,00:00,23:59,
2024-09-22,DY135,YES,00:00,23:59,
2024-09-22,DY178,YES,00:00,23:59,
2024-09-22,DY235,YES,00:00,23:59,
2024-09-22,DY281,YES,00:00,23:59,
2024-09-22,DY322,NO,,,Scheduled Maintenance
2024-09-22,DY374,YES,00:00,23:59,
2024-09-22,OH046,YES,00:00,23:59,
2024-09-22,OH072,YES,00:00,23:59,
2024-09-22,OH083,YES,00:00,23:59,
2024-09-22,RA008,YES,00:00,23:59,
2024-09-22,RA114,YES,00:00,23:59,
2024-09-22,RA119,YES,00:00,23:59,
2024-09-22,RA136,NO,,,In Use Elsewhere
2024-09-22,RA139,NO,,,Scheduled Maintenance
2024-09-22,RA163,YES,00:00,23:59,
2024-09-22,RA238,YES,00:00,23:59,
2024-09-22,TA034,YES,00:00,23:59,
2024-09-22,TA120,YES,00:00,23:59,
2024-09-22,TA394,NO,,,Breakdown
2024-09-22,TO044,YES,00:00,23:59,
2024-09-23,BA344,NO,,,Scheduled Maintenance
2024-09-23,DY012,YES,00:00,23:59,
2024-09-23,DY045,YES,00:00,23:59,
2024-09-23,DY251,YES,00:00,23:59,
2024-09-23,DY392,YES,00:00,23:59,
2024-09-23,OH046,YES,00:00,23:59,
2024-09-23,OH077,YES,00:00,23:59,
2024-09-23,OH176,YES,00:00,23:59,
2024-09-23,OH189,YES,00:00,23:59,
2024-09-23,OH254,NO,,,Scheduled Maintenance
2024-09-23,OH338,YES,00:00,23:59,
2024-09-23,OH343,NO,,,In Use Elsewhere
2024-09-23,RA029,YES,00:00,23:59,
2024-09-23,TA034,YES,00:00,23:59,
2024-09-23,TA226,YES,00:00,23:59,
2024-09-23,TA310,YES,00:00,23:59,
2024-09-23,TO020,YES,00:00,23:59,
2024-09-23,TO028,YES,00:00,23:59,
2024-09-23,TO123,YES,00:00,23:59,
2024-09-23,TO335,YES,00:00,23:59,
2024-09-24,BA042,YES,00:00,23:59,
2024-09-24,BA104,YES,00:00,23:59,
2024-09-24,BA342,NO,,,Breakdown
2024-09-24,DY374,YES,00:00,23:59,
2024-09-24,OH092,YES,00:00,23:59,
2024-09-24,OH134,YES,00:00,23:59,
2024-09-24,OH197,YES,00:00,23:59,
2024-09-24,RA043,YES,00:00,23:59,
2024-09-24,RA114,YES,00:00,23:59,
2024-09-24,RA241,YES,00:00,23:59,
2024-09-24,RA337,NO,,,In Use Elsewhere
2024-09-24,TA199,YES,00:00,23:59,
2024-09-24,TO020,NO,,,Breakdown
2024-09-24,TO109,YES,00:00,23:59,
2024-09-24,TO166,YES,00:00,23:59,
2024-09-24,TO272,YES,00:00,23:59,
2024-09-28,BA208,YES,00:00,23:59,
2024-09-28,DY012,YES,00:00,23:59,
2024-09-28,DY017,YES,00:00,23:59,
2024-09-28,DY067,YES,00:00,23:59,
2024-09-28,DY143,YES,00:00,23:59,
2024-09-28,DY217,YES,00:00,23:59,
2024-09-28,DY248,YES,00:00,23:59,
2024-09-28,DY281,YES,00:00,23:59,
2024-09-28,OH086,YES,00:00,23:59,
2024-09-28,OH134,YES,00:00,23:59,
2024-09-28,OH160,YES,00:00,23:59,
2024-09-28,OH313,YES,00:00,23:59,
2024-09-28,OH362,YES,00:00,23:59,
2024-09-28,RA043,YES,00:00,23:59,
2024-09-28,TA211,YES,00:00,23:59,
2024-09-28,TA222,YES,00:00,23:59,
2024-09-28,TO020,YES,00:00,23:59,
2024-09-28,TO129,YES,00:00,23:59,
2024-09-29,BA117,YES,00:00,23:59,
2024-09-29,BA259,YES,00:00,23:59,
2024-09-29,BA355,YES,00:00,23:59,
2024-09-29,DY004,YES,00:00,23:59,
2024-09-29,DY012,YES,00:00,23:59,
2024-09-29,DY399,YES,00:00,23:59,
2024-09-29,OH071,YES,00:00,23:59,
2024-09-29,OH318,YES,00:00,23:59,
2024-09-29,OH390,YES,00:00,23:59,
2024-09-29,RA024,YES,00:00,23:59,
2024-09-29,RA039,YES,00:00,23:59,
2024-09-29,RA168,YES,00:00,23:59,
2024-09-29,RA204,YES,00:00,23:59,
2024-09-29,RA308,YES,00:00,23:59,
2024-09-29,RA334,YES,00:00,23:59,
2024-09-29,TA005,YES,00:00,23:59,
2024-09-29,TA148,YES,00:00,23:59,
2024-09-29,TA212,YES,00:00,23:59,
2024-09-29,TO223,YES,00:00,23:59,
2024-09-30,BA097,YES,00:00,23:59,
2024-09-30,BA151,YES,00:00,23:59,
2024-09-30,DY121,YES,00:00,23:59,
2024-09-30,DY141,YES,00:00,23:59,
2024-09-30,DY237,YES,00:00,23:59,
2024-09-30,DY346,YES,00:00,23:59,
2024-09-30,OH103,NO,,,Scheduled Maintenance
2024-09-30,OH333,YES,00:00,23:59,
2024-09-30,OH338,YES,00:00,23:59,
2024-09-30,RA276,YES,00:00,23:59,
2024-09-30,RA400,YES,00:00,23:59,
2024-09-30,TA226,YES,00:00,23:59,
2024-09-30,TA264,YES,00:00,23:59,
2024-09-30,TO106,YES,00:00,23:59,
2024-09-30,TO228,YES,00:00,23:59,
2024-10-01,BA113,YES,00:00,23:59,
2024-10-01,BA299,NO,,,In Use Elsewhere
2024-10-01,BA349,YES,00:00,23:59,
2024-10-01,DY055,YES,00:00,23:59,
2024-10-01,DY135,NO,,,In Use Elsewhere
2024-10-01,DY181,YES,00:00,23:59,
2024-10-01,DY392,YES,00:00,23:59,
2024-10-01,OH050,YES,00:00,23:59,
2024-10-01,OH173,YES,00:00,23:59,
2024-10-01,RA011,YES,00:00,23:59,
2024-10-01,RA037,YES,00:00,23:59,
2024-10-01,RA273,YES,00:00,23:59,
2024-10-01,RA308,YES,00:00,23:59,
2024-10-01,RA339,YES,00:00,23:59,
2024-10-01,TA205,YES,00:00,23:59,
2024-10-01,TO129,YES,00:00,23:59,
2024-10-01,TO260,YES,00:00,23:59,
2024-10-01,TO288,YES,00:00,23:59,
2024-10-01,TO326,YES,00:00,23:59,
2024-10-01,TO351,NO,,,In Use Elsewhere
2024-10-03,BA058,YES,00:00,23:59,
2024-10-03,BA084,YES,00:00,23:59,
2024-10-03,BA095,YES,00:00,23:59,
2024-10-03,BA255,YES,00:00,23:59,
2024-10-03,BA299,NO,,,Scheduled Maintenance
2024-10-03,BA304,YES,00:00,23:59,
2024-10-03,BA355,NO,,,In Use Elsewhere
2024-10-03,DY012,YES,00:00,23:59,
2024-10-03,DY132,YES,00:00,23:59,
2024-10-03,DY141,NO,,,In Use Elsewhere
2024-10-03,DY161,YES,00:00,23:59,
2024-10-03,OH072,YES,00:00,23:59,
2024-10-03,OH125,YES,00:00,23:59,
2024-10-03,OH347,YES,00:00,23:59,
2024-10-03,RA037,YES,00:00,23:59,
2024-10-03,RA073,YES,00:00,23:59,
2024-10-03,TA218,YES,00:00,23:59,
2024-10-03,TA310,NO,,,In Use Elsewhere
2024-10-03,TA361,YES,00:00,23:59,
2024-10-03,TO038,YES,00:00,23:59,
2024-10-04,BA104,YES,00:00,23:59,
2024-10-04,BA144,YES,00:00,23:59,
2024-10-04,BA188,YES,00:00,23:59,
2024-10-04,BA249,YES,00:00,23:59,
2024-10-04,DY061,NO,,,Scheduled Maintenance
2024-10-04,DY121,NO,,,Breakdown
2024-10-04,DY122,YES,00:00,23:59,
2024-10-04,DY141,YES,00:00,23:59,
2024-10-04,DY196,NO,,,Scheduled Maintenance
2024-10-04,OH023,YES,00:00,23:59,
2024-10-04,OH130,YES,00:00,23:59,
2024-10-04,OH158,YES,00:00,23:59,
2024-10-04,RA163,NO,,,Breakdown
2024-10-04,RA329,YES,00:00,23:59,
2024-10-04,RA334,NO,,,In Use Elsewhere
2024-10-04,TA003,YES,00:00,23:59,
2024-10-04,TA065,YES,00:00,23:59,
2024-10-04,TA150,YES,00:00,23:59,
2024-10-04,TA212,YES,00:00,23:59,
2024-10-04,TA264,YES,00:00,23:59,
2024-10-04,TA289,YES,00:00,23:59,
2024-10-05,BA042,YES,00:00,23:59,
2024-10-05,BA153,NO,,,Scheduled Maintenance
2024-10-05,BA348,YES,00:00,23:59,
2024-10-05,DY091,YES,00:00,23:59,
2024-10-05,DY319,YES,00:00,23:59,
2024-10-05,DY371,YES,00:00,23:59,
2024-10-05,OH142,YES,00:00,23:59,
2024-10-05,RA013,YES,00:00,23:59,
2024-10-05,RA337,NO,,,Scheduled Maintenance
2024-10-05,RA354,YES,00:00,23:59,
2024-10-05,RA370,YES,00:00,23:59,
2024-10-05,RA387,YES,00:00,23:59,
2024-10-05,TA065,YES,00:00,23:59,
2024-10-05,TA078,YES,00:00,23:59,
2024-10-05,TA147,YES,00:00,23:59,
2024-10-05,TA269,NO,,,Scheduled Maintenance
2024-10-05,TO044,YES,00:00,23:59,
2024-10-06,BA084,YES,00:00,23:59,
2024-10-06,BA209,YES,00:00,23:59,
2024-10-06,BA247,YES,00:00,23:59,
2024-10-06,BA249,YES,00:00,23:59,
2024-10-06,BA266,YES,00:00,23:59,
2024-10-06,BA299,YES,00:00,23:59,
2024-10-06,BA342,YES,00:00,23:59,
2024-10-06,DY167,YES,00:00,23:59,
2024-10-06,DY244,YES,00:00,23:59,
2024-10-06,OH010,YES,00:00,23:59,
2024-10-06,OH023,YES,00:00,23:59,
2024-10-06,OH191,YES,00:00,23:59,
2024-10-06,OH207,YES,00:00,23:59,
2024-10-06,OH254,YES,00:00,23:59,
2024-10-06,OH296,YES,00:00,23:59,
2024-10-06,OH365,NO,,,In Use Elsewhere
2024-10-06,OH384,YES,00:00,23:59,
2024-10-06,RA024,YES,00:00,23:59,
2024-10-06,RA116,YES,00:00,23:59,
2024-10-06,RA303,YES,00:00,23:59,
2024-10-06,RA391,YES,00:00,23:59,
2024-10-06,TA098,NO,,,Breakdown
2024-10-06,TA108,YES,00:00,23:59,
2024-10-06,TA148,YES,00:00,23:59,
2024-10-06,TA218,YES,00:00,23:59,
2024-10-06,TA264,NO,,,In Use Elsewhere
2024-10-06,TA291,YES,00:00,23:59,
2024-10-06,TO032,YES,00:00,23:59,
2024-10-06,TO100,YES,00:00,23:59,
2024-10-06,TO112,YES,00:00,23:59,
2024-10-06,TO146,NO,,,Scheduled Maintenance
2024-10-06,TO287,YES,00:00,23:59,
2024-10-07,BA066,YES,00:00,23:59,
2024-10-07,BA069,NO,,,Scheduled Maintenance
2024-10-07,BA344,YES,00:00,23:59,
2024-10-07,DY018,NO,,,Breakdown
2024-10-07,DY057,NO,,,Scheduled Maintenance
2024-10-07,DY132,YES,00:00,23:59,
2024-10-07,DY237,YES,00:00,23:59,
2024-10-07,DY346,NO,,,In Use Elsewhere
2024-10-07,DY371,YES,00:00,23:59,
2024-10-07,DY380,YES,00:00,23:59,
2024-10-07,OH160,YES,00:00,23:59,
2024-10-07,OH253,NO,,,Scheduled Maintenance
2024-10-07,OH362,YES,00:00,23:59,
2024-10-07,RA024,NO,,,Breakdown
2024-10-07,RA114,YES,00:00,23:59,
2024-10-07,RA164,YES,00:00,23:59,
2024-10-07,RA268,YES,00:00,23:59,
2024-10-07,TA148,YES,00:00,23:59,
2024-10-07,TA154,YES,00:00,23:59,
2024-10-07,TA205,NO,,,Scheduled Maintenance
2024-10-07,TO021,YES,00:00,23:59,
2024-10-07,TO033,NO,,,Scheduled Maintenance
2024-10-07,TO149,YES,00:00,23:59,
2024-10-07,TO258,YES,00:00,23:59,
2024-10-08,BA209,YES,00:00,23:59,
2024-10-08,BA249,YES,00:00,23:59,
2024-10-08,BA342,YES,00:00,23:59,
2024-10-08,BA377,YES,00:00,23:59,
2024-10-08,BA383,YES,00:00,23:59,
2024-10-08,DY327,YES,00:00,23:59,
2024-10-08,RA400,YES,00:00,23:59,
2024-10-08,TA131,NO,,,In Use Elsewhere
2024-10-08,TA199,YES,00:00,23:59,
2024-10-08,TA226,YES,00:00,23:59,
2024-10-08,TA292,YES,00:00,23:59,
2024-10-08,TA310,YES,00:00,23:59,
2024-10-08,TO288,NO,,,Scheduled Maintenance
2024-10-08,TO305,YES,00:00,23:59,
2024-10-09,BA174,YES,00:00,23:59,
2024-10-09,BA203,YES,00:00,23:59,
2024-10-09,BA230,NO,,,Breakdown
2024-10-09,BA393,YES,00:00,23:59,
2024-10-09,DY169,YES,00:00,23:59,
2024-10-09,DY224,YES,00:00,23:59,
2024-10-09,DY237,NO,,,In Use Elsewhere
2024-10-09,OH052,YES,00:00,23:59,
2024-10-09,OH076,YES,00:00,23:59,
2024-10-09,OH271,YES,00:00,23:59,
2024-10-09,OH298,NO,,,Breakdown
2024-10-09,OH313,NO,,,Scheduled Maintenance
2024-10-09,OH318,YES,00:00,23:59,
2024-10-09,RA155,YES,00:00,23:59,
2024-10-09,RA198,YES,00:00,23:59,
2024-10-09,RA320,NO,,,Scheduled Maintenance
2024-10-09,RA363,YES,00:00,23:59,
2024-10-09,TA074,NO,,,Scheduled Maintenance
2024-10-09,TA140,NO,,,In Use Elsewhere
2024-10-09,TA225,YES,00:00,23:59,
2024-10-09,TA282,YES,00:00,23:59,
2024-10-09,TA292,YES,00:00,23:59,
2024-10-09,TA325,YES,00:00,23:59,
2024-10-09,TO028,YES,00:00,23:59,
2024-10-09,TO056,YES,00:00,23:59,
2024-10-09,TO257,NO,,,Scheduled Maintenance
2024-10-09,TO316,YES,00:00,23:59,
2024-10-10,BA145,YES,00:00,23:59,
2024-10-10,BA170,YES,00:00,23:59,
2024-10-10,BA342,YES,00:00,23:59,
2024-10-10,DY115,YES,00:00,23:59,
2024-10-10,DY138,NO,,,In Use Elsewhere
2024-10-10,DY143,YES,00:00,23:59,
2024-10-10,DY246,YES,00:00,23:59,
2024-10-10,DY389,YES,00:00,23:59,
2024-10-10,OH010,YES,00:00,23:59,
2024-10-10,OH088,YES,00:00,23:59,
2024-10-10,RA172,YES,00:00,23:59,
2024-10-10,TA074,YES,00:00,23:59,
2024-10-10,TA150,YES,00:00,23:59,
2024-10-10,TA211,NO,,,In Use Elsewhere
2024-10-10,TA280,YES,00:00,23:59,
2024-10-10,TO109,YES,00:00,23:59,
2024-10-11,BA066,NO,,,Scheduled Maintenance
2024-10-11,BA159,YES,00:00,23:59,
2024-10-11,DY090,NO,,,Breakdown
2024-10-11,DY371,YES,00:00,23:59,
2024-10-11,OH072,YES,00:00,23:59,
2024-10-11,OH125,NO,,,Breakdown
2024-10-11,OH130,YES,00:00,23:59,
2024-10-11,OH195,YES,00:00,23:59,
2024-10-11,OH270,YES,00:00,23:59,
2024-10-11,OH313,YES,00:00,23:59,
2024-10-11,OH368,NO,,,Breakdown
2024-10-11,RA210,YES,00:00,23:59,
2024-10-11,RA391,YES,00:00,23:59,
2024-10-11,TA049,NO,,,Breakdown
2024-10-11,TA054,YES,00:00,23:59,
2024-10-11,TA325,YES,00:00,23:59,
2024-10-11,TO047,NO,,,Breakdown
2024-10-11,TO272,YES,00:00,23:59,
2024-10-11,TO287,YES,00:00,23:59,
2024-10-12,BA110,YES,00:00,23:59,
2024-10-12,BA209,YES,00:00,23:59,
2024-10-12,BA383,YES,00:00,23:59,
2024-10-12,DY067,YES,00:00,23:59,
2024-10-12,DY070,YES,00:00,23:59,
2024-10-12,DY327,YES,00:00,23:59,
2024-10-12,OH026,YES,00:00,23:59,
2024-10-12,OH076,YES,00:00,23:59,
2024-10-12,OH130,YES,00:00,23:59,
2024-10-12,OH253,YES,00:00,23:59,
2024-10-12,OH318,YES,00:00,23:59,
2024-10-12,RA013,YES,00:00,23:59,
2024-10-12,RA085,YES,00:00,23:59,
2024-10-12,RA177,NO,,,Breakdown
2024-10-12,RA370,YES,00:00,23:59,
2024-10-12,RA385,YES,00:00,23:59,
2024-10-12,TA107,YES,00:00,23:59,
2024-10-12,TA140,YES,00:00,23:59,
2024-10-12,TO250,YES,00:00,23:59,
2024-10-12,TO260,YES,00:00,23:59,
2024-10-12,TO267,NO,,,Scheduled Maintenance
2024-10-12,TO316,YES,00:00,23:59,
2024-10-13,BA042,YES,00:00,23:59,
2024-10-13,BA203,NO,,,Breakdown
2024-10-13,DY262,YES,00:00,23:59,
2024-10-13,DY371,YES,00:00,23:59,
2024-10-13,DY379,YES,00:00,23:59,
2024-10-13,OH296,YES,00:00,23:59,
2024-10-13,RA053,YES,00:00,23:59,
2024-10-13,RA073,YES,00:00,23:59,
2024-10-13,RA234,YES,00:00,23:59,
2024-10-13,RA295,YES,00:00,23:59,
2024-10-13,RA370,YES,00:00,23:59,
2024-10-13,RA388,YES,00:00,23:59,
2024-10-13,RA391,YES,00:00,23:59,
2024-10-13,TA108,YES,00:00,23:59,
2024-10-13,TO038,YES,00:00,23:59,
2024-10-13,TO041,YES,00:00,23:59,
2024-10-13,TO100,YES,00:00,23:59,
2024-10-13,TO260,YES,00:00,23:59,
2024-10-14,BA293,YES,00:00,23:59,
2024-10-14,DY004,NO,,,Scheduled Maintenance
2024-10-14,DY060,NO,,,In Use Elsewhere
2024-10-14,DY096,YES,00:00,23:59,
2024-10-14,DY105,YES,00:00,23:59,
2024-10-14,DY152,YES,00:00,23:59,
2024-10-14,DY327,YES,00:00,23:59,
2024-10-14,DY399,NO,,,Scheduled Maintenance
2024-10-14,OH092,YES,00:00,23:59,
2024-10-14,OH176,YES,00:00,23:59,
2024-10-14,OH221,YES,00:00,23:59,
2024-10-14,OH296,YES,00:00,23:59,
2024-10-14,OH311,YES,00:00,23:59,
2024-10-14,OH333,YES,00:00,23:59,
2024-10-14,OH343,YES,00:00,23:59,
2024-10-14,OH362,NO,,,Scheduled Maintenance
2024-10-14,RA268,NO,,,Breakdown
2024-10-14,RA303,YES,00:00,23:59,
2024-10-14,RA376,NO,,,Breakdown
2024-10-14,RA397,YES,00:00,23:59,
2024-10-14,TO030,YES,00:00,23:59,
2024-10-14,TO044,YES,00:00,23:59,
2024-10-14,TO250,YES,00:00,23:59,
2024-10-14,TO256,NO,,,Scheduled Maintenance
2024-10-15,BA069,NO,,,Scheduled Maintenance
2024-10-15,BA348,YES,00:00,23:59,
2024-10-15,DY060,YES,00:00,23:59,
2024-10-15,DY096,YES,00:00,23:59,
2024-10-15,OH010,YES,00:00,23:59,
2024-10-15,OH176,YES,00:00,23:59,
2024-10-15,OH182,YES,00:00,23:59,
2024-10-15,OH366,YES,00:00,23:59,
2024-10-15,OH384,YES,00:00,23:59,
2024-10-15,RA172,YES,00:00,23:59,
2024-10-15,RA339,YES,00:00,23:59,
2024-10-15,TA074,YES,00:00,23:59,
2024-10-15,TA131,NO,,,In Use Elsewhere
2024-10-15,TA302,NO,,,Breakdown
2024-10-15,TO044,YES,00:00,23:59,
2024-10-15,TO047,YES,00:00,23:59,
2024-10-15,TO267,YES,00:00,23:59,
2024-10-15,TO316,YES,00:00,23:59,
2024-10-15,TO330,YES,00:00,23:59,
2024-10-15,TO336,NO,,,Breakdown
2024-10-15,TO351,YES,00:00,23:59,
2024-10-20,BA079,YES,00:00,23:59,
2024-10-20,BA247,YES,00:00,23:59,
2024-10-20,DY004,YES,00:00,23:59,
2024-10-20,DY061,YES,00:00,23:59,
2024-10-20,DY345,YES,00:00,23:59,
2024-10-20,DY389,YES,00:00,23:59,
2024-10-20,OH111,YES,00:00,23:59,
2024-10-20,RA013,YES,00:00,23:59,
2024-10-20,RA360,NO,,,Scheduled Maintenance
2024-10-20,RA387,YES,00:00,23:59,
2024-10-20,RA388,YES,00:00,23:59,
2024-10-20,TA078,YES,00:00,23:59,
2024-10-20,TA098,YES,00:00,23:59,
2024-10-20,TA229,NO,,,Scheduled Maintenance
2024-10-20,TO030,NO,,,In Use Elsewhere
2024-10-20,TO123,YES,00:00,23:59,
2024-10-20,TO146,YES,00:00,23:59,
2024-10-20,TO202,YES,00:00,23:59,
2024-10-20,TO364,YES,00:00,23:59,
2024-10-21,BA094,YES,00:00,23:59,
2024-10-21,BA097,YES,00:00,23:59,
2024-10-21,BA151,YES,00:00,23:59,
2024-10-21,BA170,YES,00:00,23:59,
2024-10-21,BA203,YES,00:00,23:59,
2024-10-21,BA299,YES,00:00,23:59,
2024-10-21,DY345,NO,,,Scheduled Maintenance
2024-10-21,DY353,YES,00:00,23:59,
2024-10-21,DY392,YES,00:00,23:59,
2024-10-21,OH025,YES,00:00,23:59,
2024-10-21,OH298,YES,00:00,23:59,
2024-10-21,RA164,YES,00:00,23:59,
2024-10-21,RA210,YES,00:00,23:59,
2024-10-21,RA265,YES,00:00,23:59,
2024-10-21,RA268,YES,00:00,23:59,
2024-10-21,RA391,YES,00:00,23:59,
2024-10-21,TA005,YES,00:00,23:59,
2024-10-21,TA218,YES,00:00,23:59,
2024-10-21,TA280,YES,00:00,23:59,
2024-10-21,TA341,YES,00:00,23:59,
2024-10-21,TO020,YES,00:00,23:59,
2024-10-21,TO187,YES,00:00,23:59,
2024-10-23,BA084,YES,00:00,23:59,
2024-10-23,BA249,YES,00:00,23:59,
2024-10-23,BA383,YES,00:00,23:59,
2024-10-23,OH173,YES,00:00,23:59,
2024-10-23,OH197,YES,00:00,23:59,
2024-10-23,RA156,YES,00:00,23:59,
2024-10-23,RA164,NO,,,In Use Elsewhere
2024-10-23,RA252,YES,00:00,23:59,
2024-10-23,RA337,YES,00:00,23:59,
2024-10-23,RA385,YES,00:00,23:59,
2024-10-23,TO106,YES,00:00,23:59,
2024-10-23,TO166,YES,00:00,23:59,
2024-10-23,TO223,YES,00:00,23:59,
2024-10-23,TO272,YES,00:00,23:59,
2024-10-24,BA079,NO,,,Scheduled Maintenance
2024-10-24,BA113,YES,00:00,23:59,
2024-10-24,BA203,YES,00:00,23:59,
2024-10-24,BA314,YES,00:00,23:59,
2024-10-24,DY014,YES,00:00,23:59,
2024-10-24,DY057,YES,00:00,23:59,
2024-10-24,OH052,YES,00:00,23:59,
2024-10-24,OH082,NO,,,Scheduled Maintenance
2024-10-24,OH130,YES,00:00,23:59,
2024-10-24,OH189,NO,,,Breakdown
2024-10-24,OH207,YES,00:00,23:59,
2024-10-24,OH311,YES,00:00,23:59,
2024-10-24,RA029,YES,00:00,23:59,
2024-10-24,RA163,YES,00:00,23:59,
2024-10-24,RA168,YES,00:00,23:59,
2024-10-24,RA190,YES,00:00,23:59,
2024-10-24,RA329,NO,,,In Use Elsewhere
2024-10-24,TA280,YES,00:00,23:59,
2024-10-24,TA289,YES,00:00,23:59,
2024-10-24,TA361,YES,00:00,23:59,
2024-10-25,BA084,YES,00:00,23:59,
2024-10-25,BA263,NO,,,Scheduled Maintenance
2024-10-25,BA344,YES,00:00,23:59,
2024-10-25,BA383,YES,00:00,23:59,
2024-10-25,DY055,NO,,,Scheduled Maintenance
2024-10-25,DY262,YES,00:00,23:59,
2024-10-25,DY389,YES,00:00,23:59,
2024-10-25,OH086,YES,00:00,23:59,
2024-10-25,OH111,YES,00:00,23:59,
2024-10-25,OH176,YES,00:00,23:59,
2024-10-25,OH366,YES,00:00,23:59,
2024-10-25,OH372,YES,00:00,23:59,
2024-10-25,RA037,YES,00:00,23:59,
2024-10-25,RA192,YES,00:00,23:59,
2024-10-25,RA307,YES,00:00,23:59,
2024-10-25,TA049,YES,00:00,23:59,
2024-10-25,TA063,YES,00:00,23:59,
2024-10-25,TA396,YES,00:00,23:59,
2024-10-25,TO002,YES,00:00,23:59,
2024-10-25,TO166,YES,00:00,23:59,
2024-10-25,TO335,YES,00:00,23:59,
2024-10-26,BA064,YES,00:00,23:59,
2024-10-26,BA102,YES,00:00,23:59,
2024-10-26,BA209,YES,00:00,23:59,
2024-10-26,BA386,YES,00:00,23:59,
2024-10-26,DY122,YES,00:00,23:59,
2024-10-26,DY379,YES,00:00,23:59,
2024-10-26,OH072,NO,,,Scheduled Maintenance
2024-10-26,OH134,YES,00:00,23:59,
2024-10-26,OH142,YES,00:00,23:59,
2024-10-26,OH270,YES,00:00,23:59,
2024-10-26,OH382,YES,00:00,23:59,
2024-10-26,RA037,YES,00:00,23:59,
2024-10-26,RA073,YES,00:00,23:59,
2024-10-26,RA114,NO,,,Breakdown
