section_id,from_station,to_station,hour_of_day,trains_count,traffic_level
GHGL-SMBX,GHGL,SMBX,10,1,LOW
GHGL-SMBX,GHGL,SMBX,16,1,LOW
GHGL-SMBX,GHGL,SMBX,17,2,LOW
GHGL-SMBX,GHGL,SMBX,19,1,LOW
GHGL-SMBX,GHGL,SMBX,21,1,LOW
GHH-PT,GHH,PT,4,1,LOW
GHH-PT,GHH,PT,6,3,MEDIUM
GHH-PT,GHH,PT,7,1,LOW
GHH-PT,GHH,PT,8,1,LOW
GHH-PT,GHH,PT,10,1,LOW
GHH-PT,GHH,PT,11,2,LOW
GHH-PT,GHH,PT,12,1,LOW
GHH-PT,GHH,PT,14,1,LOW
GHH-PT,GHH,PT,15,2,LOW
GHH-PT,GHH,PT,17,2,LOW
GHH-PT,GHH,PT,19,1,LOW
GHH-PT,GHH,PT,20,1,LOW
GHH-PT,GHH,PT,21,1,LOW
GHH-PTRD,GHH,PTRD,5,1,LOW
GHH-PTRD,GHH,PTRD,9,2,LOW
GHH-PTRD,GHH,PTRD,12,4,MEDIUM
GHH-PTRD,GHH,PTRD,18,1,LOW
GHH-PTRD,GHH,PTRD,22,1,LOW
GHH-RE,GHH,RE,5,1,LOW
GHH-STKW,GHH,STKW,1,1,LOW
GHH-STKW,GHH,STKW,4,1,LOW
GHH-STKW,GHH,STKW,6,1,LOW
GHH-STKW,GHH,STKW,7,1,LOW
GHH-STKW,GHH,STKW,9,1,LOW
GHH-STKW,GHH,STKW,10,1,LOW
GHH-STKW,GHH,STKW,12,1,LOW
GHH-STKW,GHH,STKW,13,1,LOW
GHH-STKW,GHH,STKW,15,1,LOW
GHH-STKW,GHH,STKW,16,1,LOW
GHH-STKW,GHH,STKW,19,2,LOW
GHJ-KHDP,GHJ,KHDP,6,1,LOW
GHJ-KHDP,GHJ,KHDP,9,1,LOW
GHJ-KHDP,GHJ,KHDP,11,1,LOW
GHJ-KHDP,GHJ,KHDP,15,1,LOW
GHJ-KHDP,GHJ,KHDP,18,1,LOW
GHJ-KHDP,GHJ,KHDP,21,2,LOW
GHJ-KJN,GHJ,KJN,4,1,LOW
GHJ-KJN,GHJ,KJN,8,1,LOW
GHJ-KJN,GHJ,KJN,9,1,LOW
GHJ-KJN,GHJ,KJN,12,2,LOW
GHJ-KJN,GHJ,KJN,15,1,LOW
GHJ-KJN,GHJ,KJN,16,1,LOW
GHJ-KJN,GHJ,KJN,19,1,LOW
GHJ-KLJ,GHJ,KLJ,8,1,LOW
GHJ-KLJ,GHJ,KLJ,12,1,LOW
GHJ-KLJ,GHJ,KLJ,13,1,LOW
GHJ-KLJ,GHJ,KLJ,14,1,LOW
GHJ-KLJ,GHJ,KLJ,16,1,LOW
GHJ-KLJ,GHJ,KLJ,19,1,LOW
GHJ-MLKP,GHJ,MLKP,6,1,LOW
GHJ-MLKP,GHJ,MLKP,9,1,LOW
GHJ-MLKP,GHJ,MLKP,11,1,LOW
GHJ-MLKP,GHJ,MLKP,15,1,LOW
GHJ-MLKP,GHJ,MLKP,18,1,LOW
GHJ-MLKP,GHJ,MLKP,21,2,LOW
GHL-SDVL,GHL,SDVL,8,2,LOW
GHL-SDVL,GHL,SDVL,9,2,LOW
GHL-SDVL,GHL,SDVL,12,1,LOW
GHL-SDVL,GHL,SDVL,14,1,LOW
GHL-SDVL,GHL,SDVL,16,1,LOW
GHL-SDVL,GHL,SDVL,17,1,LOW
GHL-SDVL,GHL,SDVL,18,2,LOW
GHLE-MLV,GHLE,MLV,5,2,LOW
GHLE-MLV,GHLE,MLV,6,1,LOW
GHLE-MLV,GHLE,MLV,7,3,MEDIUM
GHLE-MLV,GHLE,MLV,8,2,LOW
GHLE-MLV,GHLE,MLV,9,1,LOW
GHLE-MLV,GHLE,MLV,10,1,LOW
GHLE-MLV,GHLE,MLV,12,1,LOW
GHLE-MLV,GHLE,MLV,13,1,LOW
GHLE-MLV,GHLE,MLV,14,1,LOW
GHLE-MLV,GHLE,MLV,15,2,LOW
GHLE-MLV,GHLE,MLV,16,1,LOW
GHLE-MLV,GHLE,MLV,17,1,LOW
GHLE-MLV,GHLE,MLV,18,1,LOW
GHLE-MLV,GHLE,MLV,19,2,LOW
GHLE-MLV,GHLE,MLV,20,1,LOW
GHLE-MLV,GHLE,MLV,21,1,LOW
GHLE-MLV,GHLE,MLV,22,1,LOW
GHLE-SNT,GHLE,SNT,5,2,LOW
GHLE-SNT,GHLE,SNT,6,2,LOW
GHLE-SNT,GHLE,SNT,7,2,LOW
GHLE-SNT,GHLE,SNT,8,2,LOW
GHLE-SNT,GHLE,SNT,9,1,LOW
GHLE-SNT,GHLE,SNT,10,1,LOW
GHLE-SNT,GHLE,SNT,12,1,LOW
GHLE-SNT,GHLE,SNT,13,1,LOW
GHLE-SNT,GHLE,SNT,14,1,LOW
GHLE-SNT,GHLE,SNT,15,1,LOW
GHLE-SNT,GHLE,SNT,16,2,LOW
GHLE-SNT,GHLE,SNT,17,2,LOW
GHLE-SNT,GHLE,SNT,19,2,LOW
GHLE-SNT,GHLE,SNT,20,1,LOW
GHLE-SNT,GHLE,SNT,21,1,LOW
GHLE-SNT,GHLE,SNT,22,1,LOW
GHNA-IRA,GHNA,IRA,6,1,LOW
GHNA-IRA,GHNA,IRA,21,1,LOW
GHNA-KHDR,GHNA,KHDR,7,1,LOW
GHNA-KHDR,GHNA,KHDR,11,2,LOW
GHNA-KHDR,GHNA,KHDR,14,1,LOW
GHNA-MDLA,GHNA,MDLA,4,1,LOW
GHNA-MDLA,GHNA,MDLA,7,1,LOW
GHNA-MDLA,GHNA,MDLA,10,1,LOW
GHNA-MDLA,GHNA,MDLA,12,2,LOW
GHNA-MDLA,GHNA,MDLA,15,1,LOW
GHNA-MDLA,GHNA,MDLA,18,1,LOW
GHNA-MDLA,GHNA,MDLA,19,1,LOW
GHNA-RBHR,GHNA,RBHR,7,1,LOW
GHNA-RBHR,GHNA,RBHR,11,2,LOW
GHNA-RBHR,GHNA,RBHR,14,1,LOW
GHNA-ROK,GHNA,ROK,5,1,LOW
GHNA-ROK,GHNA,ROK,11,1,LOW
GHNA-ROK,GHNA,ROK,15,1,LOW
GHNA-ROK,GHNA,ROK,21,1,LOW
GHNH-KIS,GHNH,KIS,10,1,LOW
GHNH-KIS,GHNH,KIS,17,1,LOW
GHNH-RQP,GHNH,RQP,7,1,LOW
GHNH-RQP,GHNH,RQP,10,1,LOW
GHNH-RQP,GHNH,RQP,12,1,LOW
GHNH-RQP,GHNH,RQP,18,1,LOW
GHNH-SPSR,GHNH,SPSR,8,1,LOW
GHNH-SPSR,GHNH,SPSR,10,1,LOW
GHNH-SPSR,GHNH,SPSR,12,1,LOW
GHNH-SPSR,GHNH,SPSR,18,1,LOW
GHPU-KRA,GHPU,KRA,0,1,LOW
GHPU-KRA,GHPU,KRA,1,1,LOW
GHPU-KRA,GHPU,KRA,3,1,LOW
GHPU-KRA,GHPU,KRA,6,1,LOW
GHPU-KRA,GHPU,KRA,8,1,LOW
GHPU-KRA,GHPU,KRA,9,1,LOW
GHPU-KRA,GHPU,KRA,11,1,LOW
GHPU-KRA,GHPU,KRA,14,1,LOW
GHPU-KRA,GHPU,KRA,16,1,LOW
GHPU-KRA,GHPU,KRA,18,1,LOW
GHPU-KRA,GHPU,KRA,19,1,LOW
GHPU-KRA,GHPU,KRA,23,1,LOW
GHQ-MQX,GHQ,MQX,3,1,LOW
GHQ-MQX,GHQ,MQX,4,1,LOW
GHQ-MQX,GHQ,MQX,8,1,LOW
GHQ-MQX,GHQ,MQX,9,1,LOW
GHQ-MQX,GHQ,MQX,14,1,LOW
GHQ-MQX,GHQ,MQX,15,1,LOW
GHQ-MQX,GHQ,MQX,20,1,LOW
GHQ-MQX,GHQ,MQX,21,1,LOW
GHQ-NUQ,GHQ,NUQ,0,1,LOW
GHQ-NUQ,GHQ,NUQ,2,1,LOW
GHQ-NUQ,GHQ,NUQ,11,1,LOW
GHQ-NUQ,GHQ,NUQ,12,1,LOW
GHQ-NUQ,GHQ,NUQ,20,1,LOW
GHQ-NUQ,GHQ,NUQ,23,1,LOW
GHQ-RMF,GHQ,RMF,11,1,LOW
GHQ-RMF,GHQ,RMF,15,1,LOW
GHR-JAJ,GHR,JAJ,3,1,LOW
GHR-JAJ,GHR,JAJ,5,2,LOW
GHR-JAJ,GHR,JAJ,7,1,LOW
GHR-JAJ,GHR,JAJ,9,1,LOW
GHR-JAJ,GHR,JAJ,11,2,LOW
GHR-JAJ,GHR,JAJ,12,1,LOW
GHR-JAJ,GHR,JAJ,15,1,LOW
GHR-JAJ,GHR,JAJ,16,1,LOW
GHR-JAJ,GHR,JAJ,17,1,LOW
GHR-JAJ,GHR,JAJ,19,1,LOW
GHR-JAJ,GHR,JAJ,20,1,LOW
GHR-JAJ,GHR,JAJ,21,1,LOW
GHR-JAJ,GHR,JAJ,22,2,LOW
GHR-JMU,GHR,JMU,3,1,LOW
GHR-JMU,GHR,JMU,5,2,LOW
GHR-JMU,GHR,JMU,9,1,LOW
GHR-JMU,GHR,JMU,10,1,LOW
GHR-JMU,GHR,JMU,11,1,LOW
GHR-JMU,GHR,JMU,12,1,LOW
GHR-JMU,GHR,JMU,15,1,LOW
GHR-JMU,GHR,JMU,16,1,LOW
GHR-JMU,GHR,JMU,17,1,LOW
GHR-JMU,GHR,JMU,21,3,MEDIUM
GHR-JMU,GHR,JMU,22,1,LOW
GHRI-MSTH,GHRI,MSTH,8,1,LOW
GHRI-MSTH,GHRI,MSTH,11,1,LOW
GHRI-MSTH,GHRI,MSTH,13,1,LOW
GHRI-MSTH,GHRI,MSTH,19,1,LOW
GHRI-NM,GHRI,NM,8,1,LOW
GHRI-NM,GHRI,NM,11,1,LOW
GHRI-NM,GHRI,NM,13,1,LOW
GHRI-NM,GHRI,NM,19,1,LOW
GHS-JBD,GHS,JBD,5,1,LOW
GHS-JBD,GHS,JBD,14,1,LOW
GHS-JWN,GHS,JWN,6,1,LOW
GHS-JWN,GHS,JWN,7,1,LOW
GHS-JWN,GHS,JWN,9,1,LOW
GHS-JWN,GHS,JWN,11,2,LOW
GHS-JWN,GHS,JWN,13,1,LOW
GHS-JWN,GHS,JWN,14,1,LOW
GHS-JWN,GHS,JWN,16,1,LOW
GHS-JWN,GHS,JWN,18,2,LOW
GHS-KRSW,GHS,KRSW,6,1,LOW
GHS-KRSW,GHS,KRSW,7,1,LOW
GHS-KRSW,GHS,KRSW,9,1,LOW
GHS-KRSW,GHS,KRSW,10,1,LOW
GHS-KRSW,GHS,KRSW,12,1,LOW
GHS-KRSW,GHS,KRSW,13,1,LOW
GHS-KRSW,GHS,KRSW,14,1,LOW
GHS-KRSW,GHS,KRSW,16,1,LOW
GHS-KRSW,GHS,KRSW,18,2,LOW
GHSR-PJY,GHSR,PJY,22,1,LOW
GHSR-SHW,GHSR,SHW,9,1,LOW
GHSR-SHW,GHSR,SHW,16,1,LOW
GHSR-ULD,GHSR,ULD,9,1,LOW
GHSR-ULD,GHSR,ULD,16,1,LOW
GHT-JLD,GHT,JLD,5,1,LOW
GHT-JLD,GHT,JLD,6,1,LOW
GHT-JLD,GHT,JLD,7,1,LOW
GHT-JLD,GHT,JLD,12,1,LOW
GHT-JLD,GHT,JLD,18,1,LOW
GHT-JLD,GHT,JLD,19,1,LOW
GHT-JLD,GHT,JLD,21,1,LOW
GHT-SUJ,GHT,SUJ,9,1,LOW
GHUM-SAD,GHUM,SAD,7,1,LOW
GHUM-SAD,GHUM,SAD,8,1,LOW
GHUM-SAD,GHUM,SAD,10,1,LOW
GHUM-SAD,GHUM,SAD,14,1,LOW
GHUM-SAD,GHUM,SAD,15,1,LOW
GHUM-SAD,GHUM,SAD,16,1,LOW
GHY-GLPT,GHY,GLPT,5,1,LOW
GHY-GLPT,GHY,GLPT,6,5,MEDIUM
GHY-GLPT,GHY,GLPT,11,1,LOW
GHY-GLPT,GHY,GLPT,13,1,LOW
GHY-GLPT,GHY,GLPT,16,1,LOW
GHY-GLPT,GHY,GLPT,21,1,LOW
GHY-HJI,GHY,HJI,0,1,LOW
GHY-HJI,GHY,HJI,1,2,LOW
GHY-HJI,GHY,HJI,3,2,LOW
GHY-HJI,GHY,HJI,4,1,LOW
GHY-HJI,GHY,HJI,6,1,LOW
GHY-HJI,GHY,HJI,8,1,LOW
GHY-HJI,GHY,HJI,17,1,LOW
GHY-HJI,GHY,HJI,19,2,LOW
GHY-HJI,GHY,HJI,20,1,LOW
GHY-HJI,GHY,HJI,23,1,LOW
GHY-JID,GHY,JID,2,1,LOW
GHY-JID,GHY,JID,3,1,LOW
GHY-JID,GHY,JID,5,2,LOW
GHY-JID,GHY,JID,9,2,LOW
GHY-JID,GHY,JID,10,1,LOW
GHY-JID,GHY,JID,11,1,LOW
GHY-JID,GHY,JID,14,1,LOW
GHY-JID,GHY,JID,16,1,LOW
GHY-JID,GHY,JID,19,3,MEDIUM
GHY-JID,GHY,JID,20,1,LOW
GHY-JID,GHY,JID,23,1,LOW
GHY-KYQ,GHY,KYQ,0,2,LOW
GHY-KYQ,GHY,KYQ,3,3,MEDIUM
GHY-KYQ,GHY,KYQ,4,4,MEDIUM
GHY-KYQ,GHY,KYQ,5,4,MEDIUM
GHY-KYQ,GHY,KYQ,6,7,MEDIUM
GHY-KYQ,GHY,KYQ,7,4,MEDIUM
GHY-KYQ,GHY,KYQ,8,3,MEDIUM
GHY-KYQ,GHY,KYQ,9,4,MEDIUM
GHY-KYQ,GHY,KYQ,10,4,MEDIUM
GHY-KYQ,GHY,KYQ,11,1,LOW
GHY-KYQ,GHY,KYQ,12,3,MEDIUM
GHY-KYQ,GHY,KYQ,13,2,LOW
GHY-KYQ,GHY,KYQ,14,2,LOW
GHY-KYQ,GHY,KYQ,15,5,MEDIUM
GHY-KYQ,GHY,KYQ,16,3,MEDIUM
GHY-KYQ,GHY,KYQ,17,3,MEDIUM
GHY-KYQ,GHY,KYQ,18,2,LOW
GHY-KYQ,GHY,KYQ,19,3,MEDIUM
GHY-KYQ,GHY,KYQ,21,4,MEDIUM
GHY-KYQ,GHY,KYQ,22,6,MEDIUM
GHY-KYQ,GHY,KYQ,23,2,LOW
GHY-LKA,GHY,LKA,13,1,LOW
GHY-LKA,GHY,LKA,23,1,LOW
GHY-LMG,GHY,LMG,1,2,LOW
GHY-LMG,GHY,LMG,4,2,LOW
GHY-LMG,GHY,LMG,9,2,LOW
GHY-LMG,GHY,LMG,15,1,LOW
GHY-LMG,GHY,LMG,18,2,LOW
GHY-LMG,GHY,LMG,20,1,LOW
GHY-NBQ,GHY,NBQ,4,1,LOW
GHY-NBQ,GHY,NBQ,5,2,LOW
GHY-NBQ,GHY,NBQ,6,1,LOW
GHY-NBQ,GHY,NBQ,16,1,LOW
GHY-NBQ,GHY,NBQ,17,1,LOW
GHY-NNGE,GHY,NNGE,4,1,LOW
GHY-NNGE,GHY,NNGE,6,1,LOW
GHY-NNGE,GHY,NNGE,9,1,LOW
GHY-NNGE,GHY,NNGE,11,1,LOW
GHY-NNGE,GHY,NNGE,15,1,LOW
GHY-NNGE,GHY,NNGE,18,1,LOW
GHY-NNGE,GHY,NNGE,20,2,LOW
GHY-PNB,GHY,PNB,9,1,LOW
GHY-PNB,GHY,PNB,15,1,LOW
GHY-RNY,GHY,RNY,4,1,LOW
GHY-RNY,GHY,RNY,10,1,LOW
GHY-RNY,GHY,RNY,14,1,LOW
GHY-RNY,GHY,RNY,15,1,LOW
GHY-RNY,GHY,RNY,18,2,LOW
GHY-RNY,GHY,RNY,19,2,LOW
GHY-TKC,GHY,TKC,7,2,LOW
GHY-TKC,GHY,TKC,9,1,LOW
GHY-TKC,GHY,TKC,16,1,LOW
GHY-TKC,GHY,TKC,17,2,LOW
GI-SKL,GI,SKL,7,2,LOW
GI-SKL,GI,SKL,18,2,LOW
GI-TBM,GI,TBM,7,1,LOW
GI-TBM,GI,TBM,8,1,LOW
GI-TBM,GI,TBM,18,2,LOW
GI-VDR,GI,VDR,4,1,LOW
GI-VDR,GI,VDR,5,3,MEDIUM
GI-VDR,GI,VDR,6,2,LOW
GI-VDR,GI,VDR,7,1,LOW
GI-VDR,GI,VDR,8,1,LOW
GI-VDR,GI,VDR,9,1,LOW
GI-VDR,GI,VDR,10,1,LOW
GI-VDR,GI,VDR,11,2,LOW
GI-VDR,GI,VDR,12,1,LOW
GI-VDR,GI,VDR,14,3,MEDIUM
GI-VDR,GI,VDR,15,2,LOW
GI-VDR,GI,VDR,16,1,LOW
GI-VDR,GI,VDR,17,2,LOW
GI-VDR,GI,VDR,18,4,MEDIUM
GI-VDR,GI,VDR,19,2,LOW
GI-VDR,GI,VDR,20,2,LOW
GI-VDR,GI,VDR,21,2,LOW
GI-VDR,GI,VDR,22,1,LOW
GI-VDR,GI,VDR,23,1,LOW
GIA-NRPR,GIA,NRPR,0,1,LOW
GIA-NRPR,GIA,NRPR,4,4,MEDIUM
GIA-NRPR,GIA,NRPR,5,9,HIGH
GIA-NRPR,GIA,NRPR,6,8,HIGH
GIA-NRPR,GIA,NRPR,7,12,HIGH
GIA-NRPR,GIA,NRPR,8,13,HIGH
GIA-NRPR,GIA,NRPR,9,14,HIGH
GIA-NRPR,GIA,NRPR,10,12,HIGH
GIA-NRPR,GIA,NRPR,11,11,HIGH
GIA-NRPR,GIA,NRPR,12,8,HIGH
GIA-NRPR,GIA,NRPR,13,8,HIGH
GIA-NRPR,GIA,NRPR,14,10,HIGH
GIA-NRPR,GIA,NRPR,15,10,HIGH
GIA-NRPR,GIA,NRPR,16,10,HIGH
GIA-NRPR,GIA,NRPR,17,13,HIGH
GIA-NRPR,GIA,NRPR,18,14,HIGH
GIA-NRPR,GIA,NRPR,19,11,HIGH
GIA-NRPR,GIA,NRPR,20,11,HIGH
GIA-NRPR,GIA,NRPR,21,8,HIGH
GIA-NRPR,GIA,NRPR,22,9,HIGH
GIA-NRPR,GIA,NRPR,23,4,MEDIUM
GIA-SPR,GIA,SPR,4,4,MEDIUM
GIA-SPR,GIA,SPR,6,2,LOW
GIA-SPR,GIA,SPR,8,1,LOW
GIA-SPR,GIA,SPR,9,1,LOW
GIA-SPR,GIA,SPR,10,1,LOW
GIA-SPR,GIA,SPR,12,1,LOW
GIA-SPR,GIA,SPR,15,1,LOW
GIA-SPR,GIA,SPR,19,2,LOW
GIA-SPR,GIA,SPR,21,2,LOW
GIA-SPR,GIA,SPR,23,2,LOW
GIBP-KJH,GIBP,KJH,5,1,LOW
GIBP-KJH,GIBP,KJH,8,2,LOW
GIBP-KJH,GIBP,KJH,9,1,LOW
GIBP-KJH,GIBP,KJH,12,1,LOW
GIBP-KJH,GIBP,KJH,14,1,LOW
GID-GMA,GID,GMA,2,1,LOW
GID-GMA,GID,GMA,9,1,LOW
GID-GMA,GID,GMA,11,1,LOW
GID-GMA,GID,GMA,13,1,LOW
GID-GMA,GID,GMA,16,1,LOW
GID-GMA,GID,GMA,21,1,LOW
GID-GMA,GID,GMA,22,1,LOW
GID-KSTE,GID,KSTE,1,1,LOW
GID-KSTE,GID,KSTE,2,1,LOW
GID-KSTE,GID,KSTE,9,2,LOW
GID-KSTE,GID,KSTE,11,1,LOW
GID-KSTE,GID,KSTE,13,1,LOW
GID-KSTE,GID,KSTE,16,1,LOW
GID-KSTE,GID,KSTE,22,2,LOW
GID-MRK,GID,MRK,1,1,LOW
GID-MRK,GID,MRK,2,1,LOW
GID-MRK,GID,MRK,13,1,LOW
GID-MRK,GID,MRK,14,1,LOW
GID-NDL,GID,NDL,3,1,LOW
GID-NDL,GID,NDL,20,1,LOW
GID-NDL,GID,NDL,23,2,LOW
GID-SDV,GID,SDV,2,1,LOW
GID-SDV,GID,SDV,16,1,LOW
GID-YADA,GID,YADA,9,1,LOW
GIF-HPLE,GIF,HPLE,0,1,LOW
GIF-HPLE,GIF,HPLE,4,1,LOW
GIF-HPLE,GIF,HPLE,6,1,LOW
GIF-HPLE,GIF,HPLE,11,1,LOW
GIF-HPLE,GIF,HPLE,12,1,LOW
GIF-HPLE,GIF,HPLE,13,1,LOW
GIF-HPLE,GIF,HPLE,17,2,LOW
GIF-HPLE,GIF,HPLE,19,1,LOW
GIF-HPLE,GIF,HPLE,21,1,LOW
GIF-KKTA,GIF,KKTA,0,1,LOW
GIF-KKTA,GIF,KKTA,4,1,LOW
GIF-KKTA,GIF,KKTA,6,1,LOW
GIF-KKTA,GIF,KKTA,11,1,LOW
GIF-KKTA,GIF,KKTA,12,1,LOW
GIF-KKTA,GIF,KKTA,13,1,LOW
GIF-KKTA,GIF,KKTA,16,1,LOW
GIF-KKTA,GIF,KKTA,17,1,LOW
GIF-KKTA,GIF,KKTA,18,1,LOW
GIF-KKTA,GIF,KKTA,21,1,LOW
GIHT-MIN,GIHT,MIN,11,1,LOW
GIHT-MIN,GIHT,MIN,19,1,LOW
GIHT-RBJ,GIHT,RBJ,11,1,LOW
GIHT-RBJ,GIHT,RBJ,19,1,LOW
GII-JGM,GII,JGM,10,1,LOW
GII-JGM,GII,JGM,17,1,LOW
GII-KATB,GII,KATB,4,2,LOW
GII-KATB,GII,KATB,5,1,LOW
GII-KATB,GII,KATB,6,2,LOW
GII-KATB,GII,KATB,10,2,LOW
GII-KATB,GII,KATB,12,1,LOW
GII-KATB,GII,KATB,13,1,LOW
GII-KATB,GII,KATB,14,1,LOW
GII-KATB,GII,KATB,15,1,LOW
GII-KATB,GII,KATB,16,1,LOW
GII-KATB,GII,KATB,19,2,LOW
GII-KATB,GII,KATB,21,2,LOW
GII-KNM,GII,KNM,4,2,LOW
GII-KNM,GII,KNM,5,1,LOW
GII-KNM,GII,KNM,6,2,LOW
GII-KNM,GII,KNM,10,2,LOW
GII-KNM,GII,KNM,13,2,LOW
GII-KNM,GII,KNM,14,1,LOW
GII-KNM,GII,KNM,15,1,LOW
GII-KNM,GII,KNM,16,1,LOW
GII-KNM,GII,KNM,19,2,LOW
GII-KNM,GII,KNM,20,1,LOW
GII-KNM,GII,KNM,22,1,LOW
GIL-PJP,GIL,PJP,6,1,LOW
GIL-PJP,GIL,PJP,7,1,LOW
GIL-PJP,GIL,PJP,12,2,LOW
GIL-PJP,GIL,PJP,20,1,LOW
GIL-PJP,GIL,PJP,21,1,LOW
GILA-KNDI,GILA,KNDI,5,1,LOW
GILA-KNDI,GILA,KNDI,8,1,LOW
GILA-KNDI,GILA,KNDI,10,1,LOW
GILA-KNDI,GILA,KNDI,17,1,LOW
GILA-KNDI,GILA,KNDI,19,1,LOW
GILA-KNDI,GILA,KNDI,20,1,LOW
GILA-MRTL,GILA,MRTL,6,1,LOW
GILA-MRTL,GILA,MRTL,8,1,LOW
GILA-MRTL,GILA,MRTL,10,1,LOW
GILA-MRTL,GILA,MRTL,17,1,LOW
GILA-MRTL,GILA,MRTL,19,1,LOW
GILA-MRTL,GILA,MRTL,20,1,LOW
GILL-JSL,GILL,JSL,5,1,LOW
GILL-JSL,GILL,JSL,8,1,LOW
GILL-JSL,GILL,JSL,9,2,LOW
GILL-JSL,GILL,JSL,13,1,LOW
GILL-JSL,GILL,JSL,14,1,LOW
GILL-JSL,GILL,JSL,17,1,LOW
GILL-JSL,GILL,JSL,18,1,LOW
GILL-JSL,GILL,JSL,19,1,LOW
GILL-JSL,GILL,JSL,21,1,LOW
GILL-LDH,GILL,LDH,5,2,LOW
GILL-LDH,GILL,LDH,8,1,LOW
GILL-LDH,GILL,LDH,9,2,LOW
GILL-LDH,GILL,LDH,13,1,LOW
GILL-LDH,GILL,LDH,14,1,LOW
GILL-LDH,GILL,LDH,17,1,LOW
GILL-LDH,GILL,LDH,18,2,LOW
GILL-LDH,GILL,LDH,20,1,LOW
GILL-LDH,GILL,LDH,21,1,LOW
GILL-QRP,GILL,QRP,5,1,LOW
GILL-QRP,GILL,QRP,20,1,LOW
GIMB-SIOB,GIMB,SIOB,3,1,LOW
GIMB-SIOB,GIMB,SIOB,9,1,LOW
GIMB-SIOB,GIMB,SIOB,10,1,LOW
GIMB-SIOB,GIMB,SIOB,11,1,LOW
GIMB-SIOB,GIMB,SIOB,15,1,LOW
GIMB-SIOB,GIMB,SIOB,17,2,LOW
GIMB-SIOB,GIMB,SIOB,22,1,LOW
GIN-HTNL,GIN,HTNL,11,1,LOW
GIN-HTNL,GIN,HTNL,16,1,LOW
GIN-KBL,GIN,KBL,1,1,LOW
GIN-KBL,GIN,KBL,8,1,LOW
GIN-KBL,GIN,KBL,10,1,LOW
GIN-KBL,GIN,KBL,16,1,LOW
GIN-KBL,GIN,KBL,17,1,LOW
GIN-KBL,GIN,KBL,20,1,LOW
GIN-MRB,GIN,MRB,0,1,LOW
GIN-MRB,GIN,MRB,1,1,LOW
GIN-MRB,GIN,MRB,8,1,LOW
GIN-MRB,GIN,MRB,17,1,LOW
GIN-MRB,GIN,MRB,20,1,LOW
GIR-LBW,GIR,LBW,0,1,LOW
GIR-LBW,GIR,LBW,2,1,LOW
GIR-LBW,GIR,LBW,4,1,LOW
GIR-LBW,GIR,LBW,12,2,LOW
GIR-LBW,GIR,LBW,22,1,LOW
GIR-PPW,GIR,PPW,0,1,LOW
GIR-PPW,GIR,PPW,2,1,LOW
GIR-PPW,GIR,PPW,4,1,LOW
GIR-PPW,GIR,PPW,10,1,LOW
GIR-PPW,GIR,PPW,12,1,LOW
GIR-PPW,GIR,PPW,13,1,LOW
GIR-PPW,GIR,PPW,19,1,LOW
GIR-PPW,GIR,PPW,21,1,LOW
GIR-TLR,GIR,TLR,10,1,LOW
GIR-TLR,GIR,TLR,19,1,LOW
GIS-NPH,GIS,NPH,4,1,LOW
GIS-NPH,GIS,NPH,9,1,LOW
GIS-NPH,GIS,NPH,10,1,LOW
GIS-NPH,GIS,NPH,18,1,LOW
GIS-SRTE,GIS,SRTE,4,1,LOW
GIS-SRTE,GIS,SRTE,9,1,LOW
GIS-SRTE,GIS,SRTE,11,1,LOW
GIS-SRTE,GIS,SRTE,18,1,LOW
GJ-KWN,GJ,KWN,3,1,LOW
GJ-KWN,GJ,KWN,6,1,LOW
GJ-KWN,GJ,KWN,9,2,LOW
GJ-KWN,GJ,KWN,12,1,LOW
GJ-KWN,GJ,KWN,15,1,LOW
GJ-KWN,GJ,KWN,16,1,LOW
GJ-KWN,GJ,KWN,17,1,LOW
GJ-KWN,GJ,KWN,20,1,LOW
GJ-KWN,GJ,KWN,23,1,LOW
GJD-KQR,GJD,KQR,1,2,LOW
GJD-KQR,GJD,KQR,6,1,LOW
GJD-KQR,GJD,KQR,8,2,LOW
GJD-KQR,GJD,KQR,11,1,LOW
GJD-KQR,GJD,KQR,14,1,LOW
GJD-KQR,GJD,KQR,18,2,LOW
GJD-KQR,GJD,KQR,19,1,LOW
GJD-LBZ,GJD,LBZ,6,1,LOW
GJD-LBZ,GJD,LBZ,12,1,LOW
GJD-LBZ,GJD,LBZ,13,1,LOW
GJD-LBZ,GJD,LBZ,18,1,LOW
GJD-PRP,GJD,PRP,1,2,LOW
GJJ-MRK,GJJ,MRK,0,2,LOW
GJJ-MRK,GJJ,MRK,3,1,LOW
GJJ-MRK,GJJ,MRK,8,1,LOW
GJJ-MRK,GJJ,MRK,9,1,LOW
GJJ-MRK,GJJ,MRK,10,1,LOW
GJJ-MRK,GJJ,MRK,11,2,LOW
GJJ-MRK,GJJ,MRK,13,1,LOW
GJJ-MRK,GJJ,MRK,15,1,LOW
GJJ-MRK,GJJ,MRK,18,1,LOW
GJJ-MRK,GJJ,MRK,20,1,LOW
GJL-GMS,GJL,GMS,0,1,LOW
GJL-GMS,GJL,GMS,3,1,LOW
GJL-GMS,GJL,GMS,4,1,LOW
GJL-GMS,GJL,GMS,5,1,LOW
GJL-GMS,GJL,GMS,6,1,LOW
GJL-GMS,GJL,GMS,7,1,LOW
