block_id,section_id,date,day_of_week,month,is_weekend,maintenance_type,required_asset_type,priority,weather,start_hour,trains_count,traffic_level,assets_of_type_in_section,asset_type_availability_pct,had_availability_record,section_historical_overrun_rate,planned_duration_min,overrun_min,overrun_flag,actual_duration_min
B08486,GZB-NDLS,2024-10-14,Monday,10,0,Rail Welding,Rail Crane,Low,Clear,1,0.0,LOW,0.0,0.5,1,0.45454545454545453,92.8,7.0,0,99.8
B06615,LKO-ON,2024-10-14,Monday,10,0,Rail Welding,Rail Crane,Low,Clear,3,1.0,LOW,0.0,0.5,1,0.6666666666666666,86.5,-6.5,0,79.9
B04665,MTJ-RKM,2024-10-14,Monday,10,0,Points Renewal,Rail Crane,Low,Clear,23,1.0,LOW,1.0,0.5,1,0.5454545454545454,226.8,16.8,1,243.6
B05957,ASN-DGR,2024-10-15,Tuesday,10,0,Ballast Renewal,Ballast Regulator,Low,Clear,2,4.0,MEDIUM,0.0,0.5,1,0.6428571428571429,241.0,-1.6,0,239.4
B02274,BDC-HYG,2024-10-15,Tuesday,10,0,Rail Welding,Rail Crane,Low,Clear,23,1.0,LOW,0.0,1.0,1,0.5833333333333334,106.0,-13.2,0,92.7
B06908,BNC-SBC,2024-10-15,Tuesday,10,0,Signal Maintenance,Tower Wagon,Low,Clear,3,4.0,MEDIUM,0.0,0.8571428571428571,1,0.7333333333333333,94.1,-4.2,0,89.9
B14078,BTT-DEOS,2024-10-15,Tuesday,10,0,Track Repair,Tamping Machine,Low,Heavy Rain,3,3.0,MEDIUM,0.0,0.3333333333333333,1,0.5714285714285714,176.6,45.0,1,221.6
B06831,JAJ-KIUL,2024-10-15,Tuesday,10,0,Points Renewal,Rail Crane,Low,Clear,4,3.0,MEDIUM,0.0,1.0,1,0.7058823529411765,189.4,12.2,1,201.6
B09934,JET-SC,2024-10-15,Tuesday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,2,0.0,LOW,0.0,1.0,1,0.21428571428571427,161.5,8.4,0,169.9
B08194,KKDE-UMB,2024-10-15,Tuesday,10,0,Track Repair,Tamping Machine,Low,Clear,23,2.0,LOW,0.0,0.3333333333333333,1,0.45454545454545453,151.2,2.7,0,153.9
B12045,MKK-NBK,2024-10-15,Tuesday,10,0,OHE Maintenance,OHE Maintenance Special,Medium,Light Rain,4,4.0,MEDIUM,0.0,1.0,1,0.5,170.2,29.7,1,199.9
B03766,RJY-TDD,2024-10-15,Tuesday,10,0,Track Repair,Tamping Machine,Low,Clear,3,4.0,MEDIUM,0.0,0.3333333333333333,1,0.6666666666666666,227.5,27.1,1,254.6
B07344,TI-VEU,2024-10-15,Tuesday,10,0,Track Repair,Tamping Machine,Medium,Clear,1,0.0,LOW,0.0,0.3333333333333333,1,0.5,164.1,12.2,1,176.4
B12406,BARH-MKA,2024-10-16,Wednesday,10,0,Ballast Renewal,Ballast Regulator,Low,Heavy Rain,2,2.0,LOW,0.0,0.8592741935483871,0,0.5,232.8,31.5,1,264.3
B00064,BCK-SMCK,2024-10-16,Wednesday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,2,1.0,LOW,0.0,0.8539473684210527,0,0.625,148.3,-4.4,0,143.9
B14522,BEQ-LLH,2024-10-16,Wednesday,10,0,Track Stabilization,Dynamic Track Stabilizer,High,Light Rain,0,1.0,LOW,0.0,0.8539473684210527,0,0.42857142857142855,136.0,-12.3,0,123.7
B00087,BJU-SPJ,2024-10-16,Wednesday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,2,0.0,LOW,0.0,0.8582191780821918,0,0.5454545454545454,94.7,-9.7,0,85.0
B13803,CDAE-MDSE,2024-10-16,Wednesday,10,0,Rail Welding,Rail Crane,Low,Clear,0,1.0,LOW,0.0,0.8550632911392405,0,0.5714285714285714,76.0,11.1,1,87.1
B01597,CHT-KLKR,2024-10-16,Wednesday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,0,0.0,LOW,0.0,0.8582191780821918,0,0.6363636363636364,136.8,-23.8,0,113.0
B05242,CLA-GC,2024-10-16,Wednesday,10,0,Track Repair,Tamping Machine,Low,Clear,0,0.0,LOW,0.0,0.8466101694915255,0,0.8571428571428571,209.9,-1.0,0,208.8
B02753,CRJ-MDP,2024-10-16,Wednesday,10,0,Track Repair,Tamping Machine,Low,Light Rain,2,3.0,MEDIUM,0.0,0.8466101694915255,0,0.46153846153846156,198.5,29.0,1,227.5
B00709,CTC-JJKR,2024-10-16,Wednesday,10,0,Track Repair,Tamping Machine,Low,Clear,0,5.0,MEDIUM,0.0,0.8466101694915255,0,0.5294117647058824,142.4,-13.0,0,129.5
B14609,DMO-SGO,2024-10-16,Wednesday,10,0,Track Repair,Tamping Machine,Low,Clear,22,1.0,LOW,0.0,0.8466101694915255,0,0.375,187.7,3.5,0,191.2
B02459,DR-KYN,2024-10-16,Wednesday,10,0,Rail Welding,Rail Crane,Low,Clear,22,1.0,LOW,0.0,0.8550632911392405,0,0.625,82.5,11.9,1,94.5
B04155,EGT-KBT,2024-10-16,Wednesday,10,0,Track Repair,Tamping Machine,Low,Clear,4,2.0,LOW,0.0,0.8466101694915255,0,0.6470588235294118,132.4,18.4,1,150.8
B11644,HBE-KLNP,2024-10-16,Wednesday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,4,1.0,LOW,0.0,0.8582191780821918,0,0.625,128.1,-4.9,0,123.3
B13181,HLR-NH,2024-10-16,Wednesday,10,0,OHE Maintenance,OHE Maintenance Special,Medium,Clear,4,6.0,MEDIUM,0.0,0.8582191780821918,0,0.375,161.6,3.6,0,165.3
B11534,JAJ-JSME,2024-10-16,Wednesday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,3,3.0,MEDIUM,0.0,0.8539473684210527,0,0.46153846153846156,210.2,11.5,1,221.8
B00080,MAK-SBGR,2024-10-16,Wednesday,10,0,Track Repair,Tamping Machine,Medium,Clear,4,6.0,MEDIUM,0.0,0.8466101694915255,0,0.625,190.9,22.1,1,213.0
B04112,MPD-SMCK,2024-10-16,Wednesday,10,0,Track Repair,Tamping Machine,Low,Clear,22,2.0,LOW,0.0,0.8466101694915255,0,0.6470588235294118,177.7,28.0,1,205.8
B09843,MUE-NED,2024-10-16,Wednesday,10,0,Signal Maintenance,Tower Wagon,Low,Clear,2,2.0,LOW,1.0,0.8666666666666667,0,0.18181818181818182,74.8,-10.6,0,64.2
B05109,RJY-TDD,2024-10-16,Wednesday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,2,2.0,LOW,0.0,0.8582191780821918,0,0.6923076923076923,117.2,-0.6,0,116.7
B10397,ABY-TLA,2024-10-17,Thursday,10,0,Rail Welding,Rail Crane,Low,Clear,4,0.0,LOW,0.0,0.8550632911392405,0,0.6666666666666666,111.9,6.1,0,118.0
B13198,ANNR-TMVL,2024-10-17,Thursday,10,0,OHE Maintenance,OHE Maintenance Special,Medium,Fog,0,1.0,LOW,0.0,0.8582191780821918,0,0.7777777777777778,172.3,26.3,1,198.5
B14841,BDZ-THP,2024-10-17,Thursday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,4,2.0,LOW,0.0,0.8582191780821918,0,0.6363636363636364,120.8,35.9,1,156.7
B02713,BGJT-JDP,2024-10-17,Thursday,10,0,Rail Welding,Rail Crane,Medium,Fog,1,0.0,LOW,0.0,0.8550632911392405,0,0.5384615384615384,109.4,21.4,1,130.9
B05132,BMAE-PBZ,2024-10-17,Thursday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Extreme Heat,4,2.0,LOW,0.0,0.8539473684210527,0,0.7142857142857143,153.0,8.5,0,161.5
B02681,CDP-TKNR,2024-10-17,Thursday,10,0,Ballast Renewal,Ballast Regulator,Low,Clear,2,0.0,LOW,0.0,0.8592741935483871,0,0.2857142857142857,179.2,12.6,1,191.8
B08466,DDC-DGNR,2024-10-17,Thursday,10,0,Points Renewal,Rail Crane,Medium,Clear,22,6.0,MEDIUM,0.0,0.8550632911392405,0,0.5555555555555556,184.5,7.1,0,191.6
B04746,GFAE-NH,2024-10-17,Thursday,10,0,Ballast Renewal,Ballast Regulator,Low,Heavy Rain,1,1.0,LOW,0.0,0.8592741935483871,0,0.5,235.1,38.4,1,273.4
B02870,GKP-KLD,2024-10-17,Thursday,10,0,Signal Maintenance,Tower Wagon,Low,Heavy Rain,0,1.0,LOW,0.0,0.8666666666666667,0,0.6428571428571429,88.3,51.4,1,139.7
B05861,HAUR-RDU,2024-10-17,Thursday,10,0,Ballast Renewal,Ballast Regulator,Low,Clear,23,1.0,LOW,0.0,0.8592741935483871,0,0.3333333333333333,182.6,12.9,1,195.6
B01339,KMT-WL,2024-10-17,Thursday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,22,2.0,LOW,0.0,0.8539473684210527,0,0.4,122.6,48.1,1,170.7
B02928,ABB-SEL,2024-10-18,Friday,10,0,Track Repair,Tamping Machine,Low,Extreme Heat,0,1.0,LOW,0.0,0.8466101694915255,0,0.5833333333333334,158.5,32.0,1,190.5
B01940,ALD-MGS,2024-10-18,Friday,10,0,Ballast Renewal,Ballast Regulator,Low,Light Rain,22,7.0,MEDIUM,0.0,0.8592741935483871,0,0.5714285714285714,219.5,-16.2,0,203.3
B07265,BBLA-BSHT,2024-10-18,Friday,10,0,Signal Maintenance,Tower Wagon,Low,Fog,23,1.0,LOW,0.0,0.8666666666666667,0,0.9,100.4,35.9,1,136.3
B04924,BDC-BSAE,2024-10-18,Friday,10,0,Ballast Renewal,Ballast Regulator,Low,Extreme Heat,0,0.0,LOW,0.0,0.8592741935483871,0,0.7777777777777778,216.4,27.1,1,243.6
B10247,BINA-BPL,2024-10-18,Friday,10,0,Points Renewal,Rail Crane,Low,Heavy Rain,1,2.0,LOW,0.0,0.8550632911392405,0,0.45454545454545453,241.9,4.6,0,246.6
B12518,BVS-NRL,2024-10-18,Friday,10,0,Signal Maintenance,Tower Wagon,Low,Light Rain,23,2.0,LOW,0.0,0.8666666666666667,0,0.5,99.3,36.4,1,135.7
B00804,CGL-SKL,2024-10-18,Friday,10,0,Signal Maintenance,Tower Wagon,Low,Clear,0,1.0,LOW,0.0,0.8666666666666667,0,0.4375,101.7,-0.8,0,100.9
B04302,DDJ-SDAH,2024-10-18,Friday,10,0,Track Repair,Tamping Machine,Low,Clear,1,0.0,LOW,0.0,0.8466101694915255,0,0.38461538461538464,160.4,8.7,0,169.1
B09121,DKZ-VVKP,2024-10-18,Friday,10,0,Ballast Renewal,Ballast Regulator,Low,Clear,0,1.0,LOW,0.0,0.8592741935483871,0,0.42857142857142855,252.4,-6.3,0,246.1
B02748,JHS-ORAI,2024-10-18,Friday,10,0,Ballast Renewal,Ballast Regulator,Low,Clear,23,4.0,MEDIUM,0.0,0.8592741935483871,0,0.5,209.3,37.1,1,246.4
B07189,KJU-TBAE,2024-10-18,Friday,10,0,Track Repair,Tamping Machine,Low,Clear,22,2.0,LOW,0.0,0.8466101694915255,0,0.625,199.2,20.4,1,219.6
B01781,TNP-TVT,2024-10-18,Friday,10,0,Ballast Renewal,Ballast Regulator,Medium,Heavy Rain,23,2.0,LOW,0.0,0.8592741935483871,0,0.4,186.6,26.2,1,212.8
B10635,AGAE-PTAE,2024-10-19,Saturday,10,1,Ballast Renewal,Ballast Regulator,Low,Light Rain,22,1.0,LOW,0.0,0.8592741935483871,0,0.8,230.1,12.8,1,242.9
B11406,BBS-CTC,2024-10-19,Saturday,10,1,Signal Maintenance,Tower Wagon,Medium,Fog,23,8.0,HIGH,0.0,0.8666666666666667,0,0.3333333333333333,111.8,26.5,1,138.3
B14804,BWN-TIT,2024-10-19,Saturday,10,1,Rail Welding,Rail Crane,Low,Clear,2,0.0,LOW,0.0,0.8550632911392405,0,0.3888888888888889,80.3,-10.4,0,70.0
B01562,HMZ-KOG,2024-10-19,Saturday,10,1,Signal Maintenance,Tower Wagon,Medium,Clear,23,7.0,MEDIUM,0.0,0.8666666666666667,0,0.46153846153846156,90.7,-25.0,0,65.7
B10455,HPL-MLYA,2024-10-19,Saturday,10,1,Ballast Renewal,Ballast Regulator,Low,Light Rain,22,3.0,MEDIUM,0.0,0.8592741935483871,0,0.7,299.3,7.2,0,306.5
B12112,HW-RK,2024-10-19,Saturday,10,1,OHE Maintenance,OHE Maintenance Special,Low,Clear,0,0.0,LOW,0.0,0.8582191780821918,0,0.4,154.8,-9.8,0,145.0
B08215,KAWR-MAO,2024-10-19,Saturday,10,1,Points Renewal,Rail Crane,Low,Light Rain,0,1.0,LOW,0.0,0.8550632911392405,0,0.5,217.0,13.0,1,230.0
B14416,ADI-SBI,2024-10-20,Sunday,10,1,Rail Welding,Rail Crane,Low,Clear,22,1.0,LOW,0.0,0.75,1,0.42857142857142855,65.1,-10.1,0,55.0
B05377,ATC-STPD,2024-10-20,Sunday,10,1,Rail Welding,Rail Crane,Low,Clear,22,4.0,MEDIUM,0.0,0.75,1,0.7142857142857143,80.3,9.2,0,89.6
B05256,BEQ-LLH,2024-10-20,Sunday,10,1,Track Repair,Tamping Machine,High,Clear,1,0.0,LOW,0.0,0.6666666666666666,1,0.375,186.6,-8.2,0,178.4
B07695,BPQ-NGP,2024-10-20,Sunday,10,1,Ballast Renewal,Ballast Regulator,Low,Heavy Rain,22,1.0,LOW,0.0,1.0,1,0.3333333333333333,180.7,11.8,1,192.5
B13240,BTPG-GOF,2024-10-20,Sunday,10,1,Signal Maintenance,Tower Wagon,Low,Heavy Rain,1,0.0,LOW,0.0,0.8,1,0.375,124.5,28.9,1,153.4
B00012,BWT-KJM,2024-10-20,Sunday,10,1,Signal Maintenance,Tower Wagon,Low,Clear,1,0.0,LOW,0.0,0.8,1,0.5454545454545454,93.0,8.4,0,101.5
B01021,BY-CSMT,2024-10-20,Sunday,10,1,OHE Maintenance,OHE Maintenance Special,Low,Clear,23,1.0,LOW,2.0,1.0,1,0.5454545454545454,166.7,33.6,1,200.3
B03786,CKP-TATA,2024-10-20,Sunday,10,1,Track Stabilization,Dynamic Track Stabilizer,Low,Fog,1,1.0,LOW,0.0,1.0,1,0.4166666666666667,157.1,0.9,0,158.1
B07714,DRU-RRB,2024-10-20,Sunday,10,1,Ballast Renewal,Ballast Regulator,Low,Clear,1,2.0,LOW,0.0,1.0,1,0.4166666666666667,215.7,-21.1,0,194.6
B06246,FL-KSG,2024-10-20,Sunday,10,1,Signal Maintenance,Tower Wagon,Low,Clear,1,0.0,LOW,0.0,0.8,1,0.6363636363636364,98.4,12.3,1,110.6
B11630,GADJ-JP,2024-10-20,Sunday,10,1,Signal Maintenance,Tower Wagon,Low,Light Rain,22,2.0,LOW,0.0,0.8,1,0.5238095238095238,89.8,-16.8,0,73.0
B01668,GAYA-KQR,2024-10-20,Sunday,10,1,Points Renewal,Rail Crane,Low,Light Rain,0,6.0,MEDIUM,0.0,0.75,1,0.7272727272727273,182.7,-25.0,0,157.7
B03286,GKL-MDN,2024-10-20,Sunday,10,1,Points Renewal,Rail Crane,Low,Clear,1,0.0,LOW,0.0,0.75,1,0.5,102.6,1.4,0,104.0
B13008,GRAE-JPQ,2024-10-20,Sunday,10,1,Signal Maintenance,Tower Wagon,Low,Fog,22,4.0,MEDIUM,0.0,0.8,1,0.5294117647058824,108.4,5.7,0,114.1
B13439,HRO-KMZA,2024-10-20,Sunday,10,1,Rail Welding,Rail Crane,Low,Clear,23,2.0,LOW,0.0,0.75,1,0.2727272727272727,90.6,-2.2,0,88.4
B08112,JET-SJVP,2024-10-20,Sunday,10,1,OHE Maintenance,OHE Maintenance Special,Low,Clear,4,2.0,LOW,0.0,1.0,1,0.6666666666666666,164.2,-10.9,0,153.3
B08495,KMST-MVL,2024-10-20,Sunday,10,1,OHE Maintenance,OHE Maintenance Special,Low,Light Rain,0,0.0,LOW,0.0,1.0,1,0.45454545454545453,144.3,49.1,1,193.4
B00325,MLND-NHU,2024-10-20,Sunday,10,1,Ballast Renewal,Ballast Regulator,High,Clear,0,5.0,MEDIUM,0.0,1.0,1,0.875,236.3,14.6,1,250.8
B09414,MSB-MSF,2024-10-20,Sunday,10,1,Signal Maintenance,Tower Wagon,Medium,Clear,4,3.0,MEDIUM,0.0,0.8,1,0.7,110.9,16.0,1,126.9
B12134,MSB-RPM,2024-10-20,Sunday,10,1,Track Stabilization,Dynamic Track Stabilizer,Medium,Clear,3,0.0,LOW,0.0,1.0,1,0.8,160.1,24.2,1,184.3
B10712,NEU-TNA,2024-10-20,Sunday,10,1,Rail Welding,Rail Crane,Low,Heavy Rain,3,0.0,LOW,0.0,0.75,1,0.5384615384615384,91.3,61.7,1,153.0
B11266,AGP-SEP,2024-10-21,Monday,10,0,Ballast Renewal,Ballast Regulator,Medium,Clear,4,4.0,MEDIUM,0.0,1.0,1,0.631578947368421,256.0,-25.0,0,231.0
B00001,AJJ-TRT,2024-10-21,Monday,10,0,Signal Maintenance,Tower Wagon,Low,Heavy Rain,2,0.0,LOW,0.0,1.0,1,0.8125,77.5,31.2,1,108.8
B11568,APB-MJR,2024-10-21,Monday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,2,0.0,LOW,0.0,0.6666666666666666,1,0.4,170.9,-13.4,0,157.5
B09787,BEQ-BZL,2024-10-21,Monday,10,0,Ballast Renewal,Ballast Regulator,Low,Clear,1,0.0,LOW,0.0,1.0,1,0.8,228.3,34.8,1,263.1
B10825,BNC-SBC,2024-10-21,Monday,10,0,Points Renewal,Rail Crane,Low,Clear,1,0.0,LOW,0.0,1.0,1,0.6875,176.3,-22.8,0,153.5
B10676,BSL-KNW,2024-10-21,Monday,10,0,Points Renewal,Rail Crane,Low,Fog,3,1.0,LOW,0.0,1.0,1,0.5,170.0,15.9,1,185.9
B12465,BSL-MMR,2024-10-21,Monday,10,0,Ballast Renewal,Ballast Regulator,Low,Heavy Rain,0,1.0,LOW,0.0,1.0,1,0.5,247.3,-10.7,0,236.6
B10196,CDAE-PBZ,2024-10-21,Monday,10,0,Points Renewal,Rail Crane,Low,Light Rain,0,1.0,LOW,1.0,1.0,1,0.5714285714285714,233.3,-0.2,0,233.1
B02960,CGR-CNS,2024-10-21,Monday,10,0,Track Stabilization,Dynamic Track Stabilizer,Medium,Light Rain,0,2.0,LOW,0.0,0.6666666666666666,1,0.6666666666666666,157.0,0.2,0,157.3
B12499,KIUL-LKR,2024-10-21,Monday,10,0,Points Renewal,Rail Crane,Low,Light Rain,3,6.0,MEDIUM,0.0,1.0,1,0.6153846153846154,298.6,1.6,0,300.3
B11707,KQLS-NKL,2024-10-21,Monday,10,0,Points Renewal,Rail Crane,Low,Light Rain,1,0.0,LOW,0.0,1.0,1,0.45454545454545453,183.0,-6.9,0,176.1
B02791,KQU-MDSE,2024-10-21,Monday,10,0,Rail Welding,Rail Crane,Low,Clear,1,0.0,LOW,0.0,1.0,1,0.7777777777777778,85.2,-3.8,0,81.4
B05322,MAS-PER,2024-10-21,Monday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Light Rain,1,0.0,LOW,0.0,1.0,1,0.6875,146.6,8.2,0,154.7
B09548,MGW-ON,2024-10-21,Monday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,2,0.0,LOW,0.0,1.0,1,0.75,119.6,26.4,1,146.0
B11926,NRL-VGI,2024-10-21,Monday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,0,2.0,LOW,0.0,0.6666666666666666,1,0.5,208.9,8.9,0,217.8
B07648,NVS-ST,2024-10-21,Monday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Light Rain,0,2.0,LOW,0.0,1.0,1,0.75,180.9,32.7,1,213.6
B10861,TNP-TVT,2024-10-21,Monday,10,0,Signal Maintenance,Tower Wagon,Medium,Light Rain,1,0.0,LOW,0.0,1.0,1,0.4375,94.0,9.4,0,103.5
B04486,ANG-DD,2024-10-22,Tuesday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,22,2.0,LOW,0.0,0.8539473684210527,0,0.3,148.3,15.0,1,163.3
B02731,BARU-DBT,2024-10-22,Tuesday,10,0,Points Renewal,Rail Crane,Low,Heavy Rain,0,1.0,LOW,0.0,0.8550632911392405,0,0.6363636363636364,162.1,2.9,0,165.0
B03127,BBK-GD,2024-10-22,Tuesday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,23,0.0,LOW,0.0,0.8539473684210527,0,0.7,97.5,4.6,0,102.1
B03795,BOI-DBP,2024-10-22,Tuesday,10,0,Track Repair,Tamping Machine,Low,Clear,0,0.0,LOW,0.0,0.8466101694915255,0,0.5882352941176471,162.6,-3.3,0,159.2
B13162,BVA-NALR,2024-10-22,Tuesday,10,0,Points Renewal,Rail Crane,Medium,Fog,0,3.0,MEDIUM,0.0,0.8550632911392405,0,0.6153846153846154,184.7,40.8,1,225.5
B00718,BZA-RJY,2024-10-22,Tuesday,10,0,Rail Welding,Rail Crane,Low,Clear,1,1.0,LOW,0.0,0.8550632911392405,0,0.5333333333333333,89.5,-0.2,0,89.3
B11039,GPD-KVP,2024-10-22,Tuesday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,23,1.0,LOW,1.0,0.8582191780821918,0,0.5,186.1,-3.2,0,182.9
B13307,GWL-JHS,2024-10-22,Tuesday,10,0,Points Renewal,Rail Crane,Low,Clear,1,4.0,MEDIUM,0.0,0.8550632911392405,0,0.6923076923076923,174.8,15.2,1,190.0
B05622,JHS-LAR,2024-10-22,Tuesday,10,0,Points Renewal,Rail Crane,Low,Fog,2,1.0,LOW,1.0,0.8550632911392405,0,0.5833333333333334,177.9,10.6,1,188.5
B03717,KGP-SRC,2024-10-22,Tuesday,10,0,Points Renewal,Rail Crane,Low,Heavy Rain,2,1.0,LOW,1.0,0.8550632911392405,0,0.3333333333333333,211.9,-19.9,0,192.0
B05032,KKDE-KUN,2024-10-22,Tuesday,10,0,Track Repair,Tamping Machine,Low,Fog,2,3.0,MEDIUM,0.0,0.8466101694915255,0,0.3333333333333333,180.8,-8.5,0,172.4
B00256,MS-MSC,2024-10-22,Tuesday,10,0,Points Renewal,Rail Crane,Medium,Fog,1,0.0,LOW,0.0,0.8550632911392405,0,0.4,188.5,-4.4,0,184.1
B09241,NVS-ST,2024-10-22,Tuesday,10,0,Signal Maintenance,Tower Wagon,Low,Clear,22,3.0,MEDIUM,1.0,0.8666666666666667,0,0.7692307692307693,132.6,20.1,1,152.6
B04359,BARH-MKA,2024-10-23,Wednesday,10,0,Track Repair,Tamping Machine,Low,Clear,0,3.0,MEDIUM,0.0,0.8466101694915255,0,0.5555555555555556,146.5,-1.5,0,145.0
B02522,BBAE-BHR,2024-10-23,Wednesday,10,0,Rail Welding,Rail Crane,Medium,Fog,2,0.0,LOW,0.0,0.8,1,0.2222222222222222,112.9,10.1,1,123.0
B05194,BGJT-JDP,2024-10-23,Wednesday,10,0,Rail Welding,Rail Crane,Medium,Clear,3,0.0,LOW,0.0,0.8,1,0.5714285714285714,88.7,26.8,1,115.5
B09310,BL-NVS,2024-10-23,Wednesday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,1,5.0,MEDIUM,0.0,0.8539473684210527,0,0.5,144.6,8.9,0,153.5
B13858,BRPK-NBE,2024-10-23,Wednesday,10,0,Signal Maintenance,Tower Wagon,Medium,Heavy Rain,1,0.0,LOW,0.0,1.0,1,0.4444444444444444,81.6,48.4,1,130.0
B00852,CBE-TUP,2024-10-23,Wednesday,10,0,Signal Maintenance,Tower Wagon,Medium,Clear,0,11.0,HIGH,0.0,1.0,1,0.375,127.4,28.1,1,155.5
B07389,CGY-TRVL,2024-10-23,Wednesday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Light Rain,2,0.0,LOW,0.0,1.0,1,0.5,152.5,21.5,1,174.1
B01134,DR-KYN,2024-10-23,Wednesday,10,0,Signal Maintenance,Tower Wagon,Low,Light Rain,1,0.0,LOW,0.0,1.0,1,0.6666666666666666,107.1,11.2,1,118.3
B07986,KHAI-PKU,2024-10-23,Wednesday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Extreme Heat,23,0.0,LOW,0.0,0.8539473684210527,0,0.6666666666666666,166.3,12.4,1,178.7
B11563,MFP-SPJ,2024-10-23,Wednesday,10,0,Points Renewal,Rail Crane,Low,Clear,1,0.0,LOW,0.0,0.8,1,0.3333333333333333,243.7,10.3,1,254.0
B10254,MN-PZA,2024-10-23,Wednesday,10,0,Track Repair,Tamping Machine,Medium,Clear,2,0.0,LOW,0.0,0.8466101694915255,0,0.42857142857142855,161.4,-5.3,0,156.1
B11537,MSB-RPM,2024-10-23,Wednesday,10,0,Track Stabilization,Dynamic Track Stabilizer,Medium,Clear,0,0.0,LOW,0.0,0.8539473684210527,0,0.8181818181818182,100.8,3.3,0,104.1
B06007,PV-TLM,2024-10-23,Wednesday,10,0,Rail Welding,Rail Crane,Medium,Heavy Rain,22,4.0,MEDIUM,0.0,0.8,1,0.6,78.9,37.4,1,116.3
B04306,VSKP-VZM,2024-10-23,Wednesday,10,0,Rail Welding,Rail Crane,Medium,Clear,0,8.0,HIGH,0.0,0.8,1,0.35294117647058826,94.0,53.9,1,148.0
B08578,ASKR-GUMA,2024-10-24,Thursday,10,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,0,2.0,LOW,0.0,1.0,1,0.6,200.5,0.4,0,200.9
B04271,BBQ-VPY,2024-10-24,Thursday,10,0,Ballast Renewal,Ballast Regulator,Medium,Clear,0,1.0,LOW,0.0,0.75,1,0.8,185.0,-16.1,0,169.0
B05446,BGB-NAI,2024-10-24,Thursday,10,0,Track Repair,Tamping Machine,Low,Light Rain,0,0.0,LOW,0.0,1.0,1,0.7,159.2,21.4,1,180.6
B12639,BMAE-DNHL,2024-10-24,Thursday,10,0,Points Renewal,Rail Crane,Low,Heavy Rain,22,1.0,LOW,0.0,0.8,1,0.4,204.0,31.7,1,235.6
B05326,BNAA-CDP,2024-10-24,Thursday,10,0,Points Renewal,Rail Crane,Low,Light Rain,4,0.0,LOW,0.0,0.8,1,0.21428571428571427,137.5,-25.0,0,112.5
B03978,BPAE-JOX,2024-10-24,Thursday,10,0,Ballast Renewal,Ballast Regulator,Low,Clear,4,2.0,LOW,1.0,0.75,1,0.5384615384615384,174.4,-17.9,0,156.5
B07120,BPL-JHS,2024-10-24,Thursday,10,0,Track Repair,Tamping Machine,Low,Clear,2,5.0,MEDIUM,0.0,1.0,1,0.7142857142857143,159.4,31.3,1,190.6
B01772,CDNR-HFZ,2024-10-24,Thursday,10,0,Points Renewal,Rail Crane,Medium,Clear,23,0.0,LOW,0.0,0.8,1,0.42857142857142855,253.9,-8.1,0,245.8
B02355,FUT-PNC,2024-10-24,Thursday,10,0,Points Renewal,Rail Crane,Low,Clear,0,1.0,LOW,0.0,0.8,1,0.5454545454545454,174.0,12.8,1,186.7
B07243,GGV-MPE,2024-10-24,Thursday,10,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,23,1.0,LOW,2.0,0.6666666666666666,1,0.5333333333333333,153.8,27.8,1,181.6
B04775,JET-SJVP,2024-10-24,Thursday,10,0,Signal Maintenance,Tower Wagon,Low,Clear,2,0.0,LOW,0.0,0.8666666666666667,0,0.6153846153846154,118.4,5.4,0,123.8
B14338,MPJ-SMX,2024-10-24,Thursday,10,0,Rail Welding,Rail Crane,Medium,Fog,0,2.0,LOW,0.0,0.8,1,0.46153846153846156,86.3,31.5,1,117.8
B09342,MSH-PNU,2024-10-24,Thursday,10,0,Signal Maintenance,Tower Wagon,Low,Clear,2,4.0,MEDIUM,0.0,0.8666666666666667,0,0.5,106.2,5.8,0,112.0
